sep=,
"Time","B_1 - I45","B_2 - I45","B_3 - I45","B_4 - I45","B_5 - I45","B_6 - I45","B_7 - I45","B_8 - I45","B_1 - I49","B_2 - I49","B_3 - I49","B_4 - I49","B_5 - I49","B_6 - I49","B_7 - I49","B_8 - I49","B_1 - I50","B_2 - I50","B_3 - I50","B_4 - I50","B_5 - I50","B_6 - I50","B_7 - I50","B_8 - I50","B_1 - I51","B_2 - I51","B_3 - I51","B_4 - I51","B_5 - I51","B_6 - I51","B_7 - I51","B_8 - I51","B_1 - I52","B_2 - I52","B_3 - I52","B_4 - I52","B_5 - I52","B_6 - I52","B_7 - I52","B_8 - I52","B_1 - I53","B_2 - I53","B_3 - I53","B_4 - I53","B_5 - I53","B_6 - I53","B_7 - I53","B_8 - I53","B_1 - I54","B_2 - I54","B_3 - I54","B_4 - I54","B_5 - I54","B_6 - I54","B_7 - I54","B_8 - I54","B_1 - I55","B_2 - I55","B_3 - I55","B_4 - I55","B_5 - I55","B_6 - I55","B_7 - I55","B_8 - I55","B_1 - I56","B_2 - I56","B_3 - I56","B_4 - I56","B_5 - I56","B_6 - I56","B_7 - I56","B_8 - I56","B_1 - I57","B_2 - I57","B_3 - I57","B_4 - I57","B_5 - I57","B_6 - I57","B_7 - I57","B_8 - I57","B_1 - I58","B_2 - I58","B_3 - I58","B_4 - I58","B_5 - I58","B_6 - I58","B_7 - I58","B_8 - I58"," I45"," I49"," I50"," I51"," I52"," I53"," I54"," I55"," I56"," I57"," I58"
2026-08-28 07:00:00,0.123 Mpa,0.126 Mpa,0.126 Mpa,0.126 Mpa,0.128 Mpa,0.128 Mpa,0.130 Mpa,0.134 Mpa,0.127 Mpa,0.0499 Mpa,0.128 Mpa,0.123 Mpa,0.127 Mpa,0.134 Mpa,0.133 Mpa,0.144 Mpa,0.126 Mpa,0.128 Mpa,0.126 Mpa,0.125 Mpa,0.128 Mpa,0.130 Mpa,0.131 Mpa,0.138 Mpa,0.128 Mpa,0.126 Mpa,0.130 Mpa,0.126 Mpa,0.126 Mpa,0.132 Mpa,0.133 Mpa,0.135 Mpa,0.120 Mpa,0.121 Mpa,0.121 Mpa,0.789 Mpa,0.120 Mpa,0.122 Mpa,0.124 Mpa,0.129 Mpa,0.108 Mpa,0.108 Mpa,0.104 Mpa,0.103 Mpa,0.106 Mpa,0.105 Mpa,0.107 Mpa,0.108 Mpa,0.130 Mpa,0.131 Mpa,0.128 Mpa,0.131 Mpa,0.131 Mpa,0.134 Mpa,0.133 Mpa,0.139 Mpa,0.129 Mpa,0.129 Mpa,0.130 Mpa,0.130 Mpa,0.127 Mpa,0.132 Mpa,0.132 Mpa,0.138 Mpa,0.129 Mpa,0.128 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.133 Mpa,0.132 Mpa,0.137 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0.123 Mpa,0.129 Mpa,0.123 Mpa,0.130 Mpa,0.137 Mpa,,,,,,,,,1844 RPM,1714 RPM,1772 RPM,1621 RPM,1810 RPM,875 RPM,1859 RPM,1646 RPM,1690 RPM,1772 RPM,
2026-08-28 09:00:00,0.123 Mpa,0.126 Mpa,0.126 Mpa,0.126 Mpa,0.128 Mpa,0.128 Mpa,0.131 Mpa,0.134 Mpa,0.126 Mpa,0.0510 Mpa,0.128 Mpa,0.123 Mpa,0.127 Mpa,0.132 Mpa,0.132 Mpa,0.142 Mpa,0.127 Mpa,0.127 Mpa,0.125 Mpa,0.124 Mpa,0.128 Mpa,0.129 Mpa,0.130 Mpa,0.137 Mpa,0.124 Mpa,0.122 Mpa,0.125 Mpa,0.121 Mpa,0.122 Mpa,0.127 Mpa,0.129 Mpa,0.130 Mpa,0.121 Mpa,0.122 Mpa,0.122 Mpa,0.902 Mpa,0.121 Mpa,0.123 Mpa,0.125 Mpa,0.130 Mpa,0.116 Mpa,0.115 Mpa,0.115 Mpa,0.111 Mpa,0.115 Mpa,0.116 Mpa,0.116 Mpa,0.119 Mpa,0.131 Mpa,0.133 Mpa,0.130 Mpa,0.133 Mpa,0.131 Mpa,0.135 Mpa,0.134 Mpa,0.139 Mpa,0.133 Mpa,0.132 Mpa,0.135 Mpa,0.135 Mpa,0.131 Mpa,0.137 Mpa,0.137 Mpa,0.144 Mpa,0.129 Mpa,0.129 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.133 Mpa,0.132 Mpa,0.137 Mpa,0.129 Mpa,0.130 Mpa,0.128 Mpa,0.125 Mpa,0.132 Mpa,0.125 Mpa,0.133 Mpa,0.138 Mpa,,,,,,,,,1826 RPM,1819 RPM,1811 RPM,1510 RPM,1814 RPM,1320 RPM,1773 RPM,1785 RPM,1672 RPM,1764 RPM,
2026-08-28 11:00:00,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.125 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.133 Mpa,0.126 Mpa,0.0487 Mpa,0.128 Mpa,0.123 Mpa,0.127 Mpa,0.133 Mpa,0.132 Mpa,0.141 Mpa,0.128 Mpa,0.129 Mpa,0.126 Mpa,0.125 Mpa,0.129 Mpa,0.130 Mpa,0.131 Mpa,0.139 Mpa,0.123 Mpa,0.122 Mpa,0.124 Mpa,0.120 Mpa,0.121 Mpa,0.126 Mpa,0.128 Mpa,0.129 Mpa,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.283 Mpa,0.124 Mpa,0.125 Mpa,0.127 Mpa,0.133 Mpa,0.122 Mpa,0.117 Mpa,0.123 Mpa,0.117 Mpa,0.120 Mpa,0.124 Mpa,0.121 Mpa,0.127 Mpa,0.126 Mpa,0.127 Mpa,0.123 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.129 Mpa,0.134 Mpa,0.136 Mpa,0.135 Mpa,0.138 Mpa,0.137 Mpa,0.133 Mpa,0.139 Mpa,0.139 Mpa,0.146 Mpa,0.121 Mpa,0.119 Mpa,0.117 Mpa,0.117 Mpa,0.119 Mpa,0.122 Mpa,0.122 Mpa,0.125 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0.123 Mpa,0.130 Mpa,0.123 Mpa,0.130 Mpa,0.136 Mpa,,,,,,,,,1765 RPM,1806 RPM,1765 RPM,1338 RPM,1829 RPM,1746 RPM,1687 RPM,1742 RPM,1418 RPM,1746 RPM,
2026-08-28 13:00:00,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.125 Mpa,0.127 Mpa,0.128 Mpa,0.131 Mpa,0.133 Mpa,0.128 Mpa,0.0433 Mpa,0.130 Mpa,0.124 Mpa,0.128 Mpa,0.135 Mpa,0.134 Mpa,0.144 Mpa,0.122 Mpa,0.123 Mpa,0.119 Mpa,0.119 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.132 Mpa,0.114 Mpa,0.113 Mpa,0.113 Mpa,0.109 Mpa,0.110 Mpa,0.114 Mpa,0.117 Mpa,0.117 Mpa,0.122 Mpa,0.124 Mpa,0.123 Mpa,0.0915 Mpa,0.121 Mpa,0.123 Mpa,0.125 Mpa,0.130 Mpa,0.129 Mpa,0.124 Mpa,0.131 Mpa,0.126 Mpa,0.127 Mpa,0.131 Mpa,0.127 Mpa,0.134 Mpa,0.125 Mpa,0.126 Mpa,0.123 Mpa,0.126 Mpa,0.126 Mpa,0.129 Mpa,0.127 Mpa,0.134 Mpa,0.132 Mpa,0.131 Mpa,0.133 Mpa,0.132 Mpa,0.130 Mpa,0.135 Mpa,0.135 Mpa,0.141 Mpa,0.132 Mpa,0.131 Mpa,0.130 Mpa,0.131 Mpa,0.132 Mpa,0.137 Mpa,0.135 Mpa,0.141 Mpa,0.128 Mpa,0.129 Mpa,0.127 Mpa,0.124 Mpa,0.131 Mpa,0.124 Mpa,0.132 Mpa,0.138 Mpa,,,,,,,,,1645 RPM,1830 RPM,1782 RPM,871 RPM,1702 RPM,1822 RPM,1822 RPM,1806 RPM,1819 RPM,1835 RPM,1830 RPM
2026-08-28 15:00:00,0.123 Mpa,0.125 Mpa,0.126 Mpa,0.125 Mpa,0.128 Mpa,0.129 Mpa,0.131 Mpa,0.134 Mpa,0.127 Mpa,0.0258 Mpa,0.128 Mpa,0.123 Mpa,0.127 Mpa,0.133 Mpa,0.132 Mpa,0.143 Mpa,0.126 Mpa,0.127 Mpa,0.124 Mpa,0.123 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.137 Mpa,0.127 Mpa,0.126 Mpa,0.129 Mpa,0.125 Mpa,0.124 Mpa,0.131 Mpa,0.133 Mpa,0.133 Mpa,0.122 Mpa,0.124 Mpa,0.124 Mpa,0.0632 Mpa,0.121 Mpa,0.123 Mpa,0.125 Mpa,0.130 Mpa,0.118 Mpa,0.114 Mpa,0.118 Mpa,0.114 Mpa,0.118 Mpa,0.120 Mpa,0.119 Mpa,0.123 Mpa,0.129 Mpa,0.130 Mpa,0.127 Mpa,0.130 Mpa,0.129 Mpa,0.133 Mpa,0.132 Mpa,0.138 Mpa,0.134 Mpa,0.134 Mpa,0.136 Mpa,0.136 Mpa,0.131 Mpa,0.137 Mpa,0.137 Mpa,0.143 Mpa,0.130 Mpa,0.129 Mpa,0.128 Mpa,0.129 Mpa,0.130 Mpa,0.135 Mpa,0.133 Mpa,0.138 Mpa,0.125 Mpa,0.125 Mpa,0.123 Mpa,0.120 Mpa,0.128 Mpa,0.121 Mpa,0.129 Mpa,0.134 Mpa,,,,,,,,,1860 RPM,1861 RPM,1729 RPM,1485 RPM,1825 RPM,1636 RPM,1851 RPM,1766 RPM,1771 RPM,1694 RPM,1780 RPM
2026-08-28 17:00:00,0.118 Mpa,0.120 Mpa,0.119 Mpa,0.118 Mpa,0.121 Mpa,0.121 Mpa,0.124 Mpa,0.127 Mpa,0.121 Mpa,0.0373 Mpa,0.122 Mpa,0.116 Mpa,0.121 Mpa,0.126 Mpa,0.125 Mpa,0.136 Mpa,0.117 Mpa,0.118 Mpa,0.113 Mpa,0.114 Mpa,0.116 Mpa,0.116 Mpa,0.119 Mpa,0.123 Mpa,0.124 Mpa,0.122 Mpa,0.126 Mpa,0.121 Mpa,0.123 Mpa,0.128 Mpa,0.130 Mpa,0.131 Mpa,0.116 Mpa,0.117 Mpa,0.116 Mpa,0.648 Mpa,0.115 Mpa,0.115 Mpa,0.117 Mpa,0.123 Mpa,0.117 Mpa,0.114 Mpa,0.116 Mpa,0.112 Mpa,0.115 Mpa,0.117 Mpa,0.116 Mpa,0.120 Mpa,0.116 Mpa,0.117 Mpa,0.111 Mpa,0.114 Mpa,0.114 Mpa,0.115 Mpa,0.117 Mpa,0.120 Mpa,0.129 Mpa,0.128 Mpa,0.130 Mpa,0.130 Mpa,0.126 Mpa,0.132 Mpa,0.132 Mpa,0.138 Mpa,0.118 Mpa,0.117 Mpa,0.114 Mpa,0.114 Mpa,0.117 Mpa,0.120 Mpa,0.121 Mpa,0.124 Mpa,0.127 Mpa,0.127 Mpa,0.125 Mpa,0.122 Mpa,0.128 Mpa,0.122 Mpa,0.129 Mpa,0.135 Mpa,,,,,,,,,1586 RPM,1809 RPM,1489 RPM,1592 RPM,1533 RPM,1449 RPM,1197 RPM,1690 RPM,1484 RPM,1623 RPM,1682 RPM
2026-08-28 19:00:00,0.123 Mpa,0.126 Mpa,0.127 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.131 Mpa,0.134 Mpa,0.116 Mpa,0.111 Mpa,0.116 Mpa,0.111 Mpa,0.115 Mpa,0.120 Mpa,0.120 Mpa,0.130 Mpa,0.123 Mpa,0.125 Mpa,0.121 Mpa,0.121 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.133 Mpa,0.126 Mpa,0.124 Mpa,0.128 Mpa,0.123 Mpa,0.126 Mpa,0.130 Mpa,0.132 Mpa,0.133 Mpa,0.120 Mpa,0.122 Mpa,0.121 Mpa,0.238 Mpa,0.119 Mpa,0.120 Mpa,0.122 Mpa,0.128 Mpa,0.123 Mpa,0.120 Mpa,0.124 Mpa,0.120 Mpa,0.123 Mpa,0.126 Mpa,0.123 Mpa,0.129 Mpa,0.119 Mpa,0.120 Mpa,0.115 Mpa,0.118 Mpa,0.119 Mpa,0.121 Mpa,0.122 Mpa,0.126 Mpa,0.126 Mpa,0.125 Mpa,0.126 Mpa,0.126 Mpa,0.124 Mpa,0.129 Mpa,0.129 Mpa,0.135 Mpa,,,,,,,,,0.129 Mpa,0.129 Mpa,0.128 Mpa,0.125 Mpa,0.131 Mpa,0.125 Mpa,0.132 Mpa,0.139 Mpa,0.123 Mpa,0.125 Mpa,0.124 Mpa,0.124 Mpa,0.125 Mpa,0.128 Mpa,0.131 Mpa,0.136 Mpa,1805 RPM,1632 RPM,1730 RPM,1759 RPM,1739 RPM,1786 RPM,1499 RPM,1740 RPM,902 RPM,1763 RPM,1751 RPM
2026-08-28 21:00:00,0.124 Mpa,0.126 Mpa,0.126 Mpa,0.125 Mpa,0.127 Mpa,0.128 Mpa,0.130 Mpa,0.134 Mpa,0.120 Mpa,0.0153 Mpa,0.122 Mpa,0.116 Mpa,0.121 Mpa,0.126 Mpa,0.126 Mpa,0.137 Mpa,0.117 Mpa,0.116 Mpa,0.115 Mpa,0.113 Mpa,0.116 Mpa,0.118 Mpa,0.119 Mpa,0.125 Mpa,0.113 Mpa,0.110 Mpa,0.112 Mpa,0.108 Mpa,0.112 Mpa,0.115 Mpa,0.118 Mpa,0.117 Mpa,0.121 Mpa,0.123 Mpa,0.122 Mpa,0.409 Mpa,0.120 Mpa,0.121 Mpa,0.123 Mpa,0.129 Mpa,0.125 Mpa,0.122 Mpa,0.126 Mpa,0.122 Mpa,0.125 Mpa,0.128 Mpa,0.125 Mpa,0.131 Mpa,0.122 Mpa,0.123 Mpa,0.119 Mpa,0.122 Mpa,0.126 Mpa,0.128 Mpa,0.128 Mpa,0.133 Mpa,0.126 Mpa,0.125 Mpa,0.126 Mpa,0.125 Mpa,0.124 Mpa,0.129 Mpa,0.129 Mpa,0.135 Mpa,0.124 Mpa,0.123 Mpa,0.122 Mpa,0.122 Mpa,0.125 Mpa,0.128 Mpa,0.128 Mpa,0.132 Mpa,0.130 Mpa,0.130 Mpa,0.129 Mpa,0.126 Mpa,0.133 Mpa,0.127 Mpa,0.134 Mpa,0.141 Mpa,0.120 Mpa,0.121 Mpa,0.121 Mpa,0.120 Mpa,0.122 Mpa,0.125 Mpa,0.128 Mpa,0.132 Mpa,1719 RPM,1860 RPM,1518 RPM,1515 RPM,1771 RPM,1734 RPM,1854 RPM,1708 RPM,1730 RPM,1823 RPM,1736 RPM
2026-08-28 23:00:00,0.118 Mpa,0.119 Mpa,0.118 Mpa,0.117 Mpa,0.120 Mpa,0.120 Mpa,0.123 Mpa,0.125 Mpa,0.117 Mpa,0.0338 Mpa,0.118 Mpa,0.113 Mpa,0.118 Mpa,0.123 Mpa,0.123 Mpa,0.134 Mpa,0.115 Mpa,0.114 Mpa,0.111 Mpa,0.110 Mpa,0.113 Mpa,0.114 Mpa,0.116 Mpa,0.122 Mpa,0.129 Mpa,0.127 Mpa,0.131 Mpa,0.126 Mpa,0.127 Mpa,0.134 Mpa,0.135 Mpa,0.137 Mpa,0.114 Mpa,0.115 Mpa,0.112 Mpa,0.986 Mpa,0.111 Mpa,0.110 Mpa,0.114 Mpa,0.118 Mpa,0.114 Mpa,0.112 Mpa,0.115 Mpa,0.111 Mpa,0.115 Mpa,0.117 Mpa,0.116 Mpa,0.120 Mpa,0.123 Mpa,0.124 Mpa,0.119 Mpa,0.123 Mpa,0.123 Mpa,0.125 Mpa,0.126 Mpa,0.130 Mpa,0.123 Mpa,0.121 Mpa,0.122 Mpa,0.119 Mpa,0.120 Mpa,0.125 Mpa,0.124 Mpa,0.130 Mpa,0.133 Mpa,0.133 Mpa,0.132 Mpa,0.133 Mpa,0.135 Mpa,0.139 Mpa,0.137 Mpa,0.142 Mpa,0.127 Mpa,0.127 Mpa,0.125 Mpa,0.122 Mpa,0.129 Mpa,0.122 Mpa,0.130 Mpa,0.136 Mpa,0.123 Mpa,0.124 Mpa,0.124 Mpa,0.123 Mpa,0.123 Mpa,0.127 Mpa,0.130 Mpa,0.135 Mpa,1307 RPM,1776 RPM,1544 RPM,1704 RPM,973 RPM,1630 RPM,1484 RPM,1633 RPM,1856 RPM,1665 RPM,1766 RPM
2026-08-29 01:00:00,0.116 Mpa,0.118 Mpa,0.118 Mpa,0.116 Mpa,0.119 Mpa,0.119 Mpa,0.122 Mpa,0.124 Mpa,0.117 Mpa,0.0806 Mpa,0.118 Mpa,0.113 Mpa,0.118 Mpa,0.123 Mpa,0.123 Mpa,0.133 Mpa,0.121 Mpa,0.122 Mpa,0.119 Mpa,0.119 Mpa,0.121 Mpa,0.122 Mpa,0.124 Mpa,0.130 Mpa,0.127 Mpa,0.126 Mpa,0.130 Mpa,0.126 Mpa,0.126 Mpa,0.132 Mpa,0.134 Mpa,0.135 Mpa,0.119 Mpa,0.120 Mpa,0.119 Mpa,1.01 Mpa,0.118 Mpa,0.118 Mpa,0.121 Mpa,0.126 Mpa,0.112 Mpa,0.111 Mpa,0.110 Mpa,0.108 Mpa,0.112 Mpa,0.113 Mpa,0.113 Mpa,0.115 Mpa,0.111 Mpa,0.112 Mpa,0.106 Mpa,0.108 Mpa,0.109 Mpa,0.110 Mpa,0.113 Mpa,0.115 Mpa,0.125 Mpa,0.125 Mpa,0.126 Mpa,0.125 Mpa,0.124 Mpa,0.129 Mpa,0.129 Mpa,0.135 Mpa,0.124 Mpa,0.124 Mpa,0.122 Mpa,0.123 Mpa,0.126 Mpa,0.129 Mpa,0.129 Mpa,0.133 Mpa,0.129 Mpa,0.129 Mpa,0.127 Mpa,0.124 Mpa,0.131 Mpa,0.124 Mpa,0.131 Mpa,0.137 Mpa,0.122 Mpa,0.123 Mpa,0.122 Mpa,0.121 Mpa,0.122 Mpa,0.125 Mpa,0.129 Mpa,0.132 Mpa,1617 RPM,1650 RPM,1502 RPM,1624 RPM,1575 RPM,1517 RPM,1094 RPM,1703 RPM,1660 RPM,1719 RPM,1363 RPM
2026-08-29 03:00:00,0.122 Mpa,0.124 Mpa,0.124 Mpa,0.123 Mpa,0.126 Mpa,0.126 Mpa,0.129 Mpa,0.132 Mpa,0.114 Mpa,0.109 Mpa,0.114 Mpa,0.110 Mpa,0.115 Mpa,0.119 Mpa,0.120 Mpa,0.130 Mpa,0.120 Mpa,0.120 Mpa,0.118 Mpa,0.117 Mpa,0.121 Mpa,0.122 Mpa,0.123 Mpa,0.130 Mpa,0.131 Mpa,0.131 Mpa,0.135 Mpa,0.131 Mpa,0.130 Mpa,0.138 Mpa,0.138 Mpa,0.140 Mpa,0.107 Mpa,0.107 Mpa,0.103 Mpa,1.02 Mpa,0.104 Mpa,0.102 Mpa,0.106 Mpa,0.109 Mpa,0.123 Mpa,0.120 Mpa,0.124 Mpa,0.121 Mpa,0.124 Mpa,0.127 Mpa,0.125 Mpa,0.130 Mpa,0.118 Mpa,0.119 Mpa,0.114 Mpa,0.117 Mpa,0.116 Mpa,0.118 Mpa,0.120 Mpa,0.123 Mpa,0.111 Mpa,0.110 Mpa,0.108 Mpa,0.107 Mpa,0.107 Mpa,0.109 Mpa,0.112 Mpa,0.115 Mpa,0.129 Mpa,0.128 Mpa,0.128 Mpa,0.128 Mpa,0.130 Mpa,0.134 Mpa,0.134 Mpa,0.138 Mpa,0.126 Mpa,0.126 Mpa,0.123 Mpa,0.120 Mpa,0.125 Mpa,0.119 Mpa,0.127 Mpa,0.131 Mpa,0.135 Mpa,0.138 Mpa,0.138 Mpa,0.137 Mpa,0.136 Mpa,0.142 Mpa,0.144 Mpa,0.150 Mpa,1771 RPM,1679 RPM,1640 RPM,1713 RPM,1073 RPM,1742 RPM,1256 RPM,1124 RPM,1767 RPM,1111 RPM,1863 RPM
2026-08-29 05:00:00,0.116 Mpa,0.117 Mpa,0.116 Mpa,0.115 Mpa,0.119 Mpa,0.119 Mpa,0.122 Mpa,0.124 Mpa,0.121 Mpa,0.0391 Mpa,0.122 Mpa,0.117 Mpa,0.122 Mpa,0.127 Mpa,0.126 Mpa,0.139 Mpa,0.124 Mpa,0.125 Mpa,0.122 Mpa,0.121 Mpa,0.124 Mpa,0.125 Mpa,0.127 Mpa,0.134 Mpa,0.124 Mpa,0.123 Mpa,0.126 Mpa,0.122 Mpa,0.123 Mpa,0.128 Mpa,0.130 Mpa,0.131 Mpa,0.113 Mpa,0.115 Mpa,0.112 Mpa,0.990 Mpa,0.111 Mpa,0.111 Mpa,0.114 Mpa,0.118 Mpa,0.126 Mpa,0.124 Mpa,0.127 Mpa,0.124 Mpa,0.125 Mpa,0.129 Mpa,0.126 Mpa,0.132 Mpa,0.116 Mpa,0.117 Mpa,0.113 Mpa,0.115 Mpa,0.115 Mpa,0.117 Mpa,0.119 Mpa,0.122 Mpa,0.120 Mpa,0.118 Mpa,0.116 Mpa,0.116 Mpa,0.117 Mpa,0.118 Mpa,0.121 Mpa,0.123 Mpa,0.128 Mpa,0.127 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.132 Mpa,0.132 Mpa,0.137 Mpa,0.129 Mpa,0.129 Mpa,0.127 Mpa,0.125 Mpa,0.131 Mpa,0.125 Mpa,0.132 Mpa,0.138 Mpa,0.132 Mpa,0.133 Mpa,0.133 Mpa,0.132 Mpa,0.133 Mpa,0.137 Mpa,0.139 Mpa,0.145 Mpa,1631 RPM,1778 RPM,1680 RPM,1551 RPM,1307 RPM,1666 RPM,1294 RPM,1037 RPM,1790 RPM,1642 RPM,1821 RPM
2026-08-29 07:00:00,0.117 Mpa,0.119 Mpa,0.118 Mpa,0.117 Mpa,0.121 Mpa,0.121 Mpa,0.124 Mpa,0.127 Mpa,0.121 Mpa,0.0603 Mpa,0.121 Mpa,0.116 Mpa,0.121 Mpa,0.126 Mpa,0.124 Mpa,0.135 Mpa,0.128 Mpa,0.128 Mpa,0.127 Mpa,0.126 Mpa,0.130 Mpa,0.131 Mpa,0.132 Mpa,0.140 Mpa,0.130 Mpa,0.129 Mpa,0.134 Mpa,0.129 Mpa,0.130 Mpa,0.136 Mpa,0.137 Mpa,0.139 Mpa,0.108 Mpa,0.109 Mpa,0.106 Mpa,1.02 Mpa,0.107 Mpa,0.106 Mpa,0.109 Mpa,0.113 Mpa,0.131 Mpa,0.128 Mpa,0.133 Mpa,0.129 Mpa,0.130 Mpa,0.135 Mpa,0.130 Mpa,0.137 Mpa,0.129 Mpa,0.130 Mpa,0.127 Mpa,0.131 Mpa,0.131 Mpa,0.134 Mpa,0.133 Mpa,0.139 Mpa,0.136 Mpa,0.137 Mpa,0.139 Mpa,0.138 Mpa,0.134 Mpa,0.141 Mpa,0.140 Mpa,0.147 Mpa,0.128 Mpa,0.127 Mpa,0.126 Mpa,0.127 Mpa,0.129 Mpa,0.133 Mpa,0.132 Mpa,0.137 Mpa,0.132 Mpa,0.133 Mpa,0.132 Mpa,0.129 Mpa,0.136 Mpa,0.130 Mpa,0.137 Mpa,0.144 Mpa,0.131 Mpa,0.132 Mpa,0.132 Mpa,0.131 Mpa,0.132 Mpa,0.136 Mpa,0.138 Mpa,0.144 Mpa,1742 RPM,1766 RPM,1864 RPM,1771 RPM,1298 RPM,1828 RPM,1852 RPM,1776 RPM,1846 RPM,1867 RPM,1839 RPM
2026-08-29 09:00:00,0.123 Mpa,0.126 Mpa,0.126 Mpa,0.125 Mpa,0.128 Mpa,0.129 Mpa,0.131 Mpa,0.134 Mpa,0.122 Mpa,0.0195 Mpa,0.124 Mpa,0.119 Mpa,0.123 Mpa,0.128 Mpa,0.125 Mpa,0.140 Mpa,0.122 Mpa,0.122 Mpa,0.121 Mpa,0.119 Mpa,0.124 Mpa,0.125 Mpa,0.126 Mpa,0.134 Mpa,0.130 Mpa,0.129 Mpa,0.133 Mpa,0.129 Mpa,0.129 Mpa,0.136 Mpa,0.137 Mpa,0.138 Mpa,0.118 Mpa,0.119 Mpa,0.118 Mpa,0.964 Mpa,0.117 Mpa,0.117 Mpa,0.119 Mpa,0.124 Mpa,0.127 Mpa,0.123 Mpa,0.129 Mpa,0.124 Mpa,0.127 Mpa,0.131 Mpa,0.127 Mpa,0.133 Mpa,0.126 Mpa,0.127 Mpa,0.124 Mpa,0.127 Mpa,0.127 Mpa,0.131 Mpa,0.129 Mpa,0.136 Mpa,0.136 Mpa,0.135 Mpa,0.138 Mpa,0.137 Mpa,0.133 Mpa,0.139 Mpa,0.139 Mpa,0.145 Mpa,0.130 Mpa,0.130 Mpa,0.129 Mpa,0.130 Mpa,0.131 Mpa,0.135 Mpa,0.134 Mpa,0.139 Mpa,0.130 Mpa,0.130 Mpa,0.129 Mpa,0.127 Mpa,0.133 Mpa,0.127 Mpa,0.134 Mpa,0.140 Mpa,0.131 Mpa,0.132 Mpa,0.133 Mpa,0.132 Mpa,0.132 Mpa,0.136 Mpa,0.138 Mpa,0.144 Mpa,1840 RPM,1857 RPM,1756 RPM,1758 RPM,1597 RPM,1828 RPM,1843 RPM,1819 RPM,1863 RPM,1811 RPM,1849 RPM
2026-08-29 11:00:00,0.117 Mpa,0.119 Mpa,0.117 Mpa,0.117 Mpa,0.119 Mpa,0.119 Mpa,0.122 Mpa,0.124 Mpa,0.119 Mpa,0.0774 Mpa,0.120 Mpa,0.115 Mpa,0.120 Mpa,0.125 Mpa,0.123 Mpa,0.134 Mpa,0.125 Mpa,0.125 Mpa,0.123 Mpa,0.122 Mpa,0.125 Mpa,0.127 Mpa,0.127 Mpa,0.135 Mpa,0.131 Mpa,0.131 Mpa,0.136 Mpa,0.131 Mpa,0.131 Mpa,0.138 Mpa,0.139 Mpa,0.140 Mpa,0.119 Mpa,0.120 Mpa,0.119 Mpa,0.571 Mpa,0.117 Mpa,0.118 Mpa,0.120 Mpa,0.125 Mpa,0.130 Mpa,0.127 Mpa,0.133 Mpa,0.129 Mpa,0.130 Mpa,0.135 Mpa,0.130 Mpa,0.137 Mpa,0.123 Mpa,0.123 Mpa,0.117 Mpa,0.120 Mpa,0.119 Mpa,0.120 Mpa,0.123 Mpa,0.125 Mpa,0.129 Mpa,0.127 Mpa,0.130 Mpa,0.127 Mpa,0.126 Mpa,0.132 Mpa,0.131 Mpa,0.138 Mpa,0.127 Mpa,0.126 Mpa,0.125 Mpa,0.126 Mpa,0.129 Mpa,0.132 Mpa,0.131 Mpa,0.136 Mpa,0.129 Mpa,0.129 Mpa,0.127 Mpa,0.124 Mpa,0.131 Mpa,0.125 Mpa,0.132 Mpa,0.138 Mpa,0.125 Mpa,0.127 Mpa,0.127 Mpa,0.126 Mpa,0.126 Mpa,0.130 Mpa,0.133 Mpa,0.138 Mpa,1523 RPM,1774 RPM,1781 RPM,1793 RPM,1581 RPM,1857 RPM,616 RPM,1791 RPM,1871 RPM,1761 RPM,1755 RPM
