"Time","B_1 - I38","B_2 - I38","B_3 - I38","B_4 - I38","Center - I38","B_1 - I39","B_2 - I39","B_3 - I39","B_4 - I39","Center - I39","B_1 - I40","B_2 - I40","B_3 - I40","B_4 - I40","Center - I40","B_1 - I41","B_2 - I41","B_3 - I41","B_4 - I41","Center - I41","B_1 - I42","B_2 - I42","B_3 - I42","B_4 - I42","Center - I42","B_1 - I43","B_2 - I43","B_3 - I43","B_4 - I43","Center - I43","B_1 - I44","B_2 - I44","B_3 - I44","B_4 - I44","Center - I44","B_1 - I46","B_2 - I46","B_3 - I46","B_4 - I46","Center - I46","B_1 - I47","B_2 - I47","B_3 - I47","B_4 - I47","Center - I47","B_1 - I48","B_2 - I48","B_3 - I48","B_4 - I48","Center - I48","RPM "
2026-06-15 11:00:00,0.0462 Mpa,0.0312 Mpa,0.0482 Mpa,0.0526 Mpa,0 Mpa,0.00328 Mpa,6.10 Mpa,6.10 Mpa,0.00261 Mpa,0.0119 Mpa,0.0131 Mpa,0.0177 Mpa,0.0324 Mpa,0.0147 Mpa,0.0170 Mpa,0.163 Mpa,0.183 Mpa,0.197 Mpa,0.215 Mpa,0.0395 Mpa,0.00478 Mpa,0.0171 Mpa,0.0101 Mpa,0.00199 Mpa,0 Mpa,0.0129 Mpa,0.00833 Mpa,0.00632 Mpa,0.00680 Mpa,0 Mpa,0 Mpa,0 Mpa,0 Mpa,0.0476 Mpa,0.0710 Mpa,,,,,,0.00178 Mpa,0.00376 Mpa,0.0100 Mpa,0.0170 Mpa,0 Mpa,,,,,,1576 RPM
2026-06-15 13:00:00,0.0497 Mpa,0.0329 Mpa,0.0501 Mpa,0.0561 Mpa,0 Mpa,0.00515 Mpa,6.10 Mpa,6.10 Mpa,0.00366 Mpa,0 Mpa,0.0198 Mpa,0.0228 Mpa,0.0335 Mpa,0.0146 Mpa,0 Mpa,0.183 Mpa,0.308 Mpa,0.237 Mpa,0.307 Mpa,0.0248 Mpa,0.00350 Mpa,0.0110 Mpa,0.00888 Mpa,0.00160 Mpa,0 Mpa,0.00771 Mpa,0.00573 Mpa,0.00350 Mpa,0.00403 Mpa,0.0268 Mpa,0.0195 Mpa,0.0140 Mpa,0.00441 Mpa,0.0643 Mpa,0 Mpa,,,,,,0.00145 Mpa,0.00369 Mpa,0.0100 Mpa,0.0154 Mpa,0.0551 Mpa,,,,,,1714 RPM
2026-06-15 15:00:00,0.0512 Mpa,0.0364 Mpa,0.0536 Mpa,0.0604 Mpa,0 Mpa,0.00310 Mpa,6.10 Mpa,6.10 Mpa,0.00282 Mpa,0 Mpa,0.0257 Mpa,0.0201 Mpa,0.0354 Mpa,0.0154 Mpa,0 Mpa,0.189 Mpa,0.234 Mpa,0.246 Mpa,0.280 Mpa,0 Mpa,0.00502 Mpa,0.0172 Mpa,0.0146 Mpa,0.00153 Mpa,0.00932 Mpa,0.00734 Mpa,0.00492 Mpa,0.00331 Mpa,0.00336 Mpa,0 Mpa,0.0126 Mpa,0.0126 Mpa,0.00172 Mpa,0.0534 Mpa,0 Mpa,,,,,,,,,,,,,,,,1786 RPM
2026-06-15 17:00:00,0.0436 Mpa,0.0356 Mpa,0.0453 Mpa,0.0511 Mpa,0.00212 Mpa,0.00299 Mpa,6.10 Mpa,6.10 Mpa,0.00279 Mpa,0 Mpa,0.0262 Mpa,0.0214 Mpa,0.0354 Mpa,0.0172 Mpa,0 Mpa,0.180 Mpa,0.217 Mpa,0.266 Mpa,0.300 Mpa,0 Mpa,0.00390 Mpa,0.0246 Mpa,0.0225 Mpa,0.00154 Mpa,0 Mpa,0.00858 Mpa,0.00817 Mpa,0.00474 Mpa,0.00562 Mpa,0 Mpa,0.00930 Mpa,0.0227 Mpa,0.00171 Mpa,0.0423 Mpa,0 Mpa,,,,,,0 Mpa,0 Mpa,0.0238 Mpa,0.0238 Mpa,0.0724 Mpa,,,,,,1468 RPM
2026-06-15 19:00:00,0.0468 Mpa,0.0379 Mpa,0.0484 Mpa,0.0595 Mpa,0 Mpa,0.00222 Mpa,6.10 Mpa,6.10 Mpa,0.00202 Mpa,0 Mpa,0.0167 Mpa,0.0174 Mpa,0.0324 Mpa,0.0134 Mpa,0 Mpa,0.120 Mpa,0.138 Mpa,0.183 Mpa,0.197 Mpa,0.00891 Mpa,0.00300 Mpa,0.0231 Mpa,0.0158 Mpa,0.00160 Mpa,0 Mpa,0.00827 Mpa,0.00747 Mpa,0.00452 Mpa,0.00551 Mpa,0 Mpa,0.0118 Mpa,0.0113 Mpa,0.00236 Mpa,0.0546 Mpa,0 Mpa,,,,,,0.00444 Mpa,0.00501 Mpa,0.0290 Mpa,0.0298 Mpa,0 Mpa,,,,,,1631 RPM
2026-06-15 21:00:00,0.0313 Mpa,0.0225 Mpa,0.0334 Mpa,0.0422 Mpa,0 Mpa,0.00399 Mpa,6.10 Mpa,6.10 Mpa,0.00295 Mpa,0 Mpa,0.0142 Mpa,0.0151 Mpa,0.0304 Mpa,0.0119 Mpa,0 Mpa,0.134 Mpa,0.135 Mpa,0.245 Mpa,0.220 Mpa,0.0188 Mpa,0.00307 Mpa,0.0185 Mpa,0.0105 Mpa,0.000988 Mpa,0 Mpa,0.0112 Mpa,0.00714 Mpa,0.00594 Mpa,0.00538 Mpa,0 Mpa,0.0124 Mpa,0.00947 Mpa,0.00225 Mpa,0.0668 Mpa,0 Mpa,,,,,,0.00472 Mpa,0.00865 Mpa,0.0238 Mpa,0.0286 Mpa,0 Mpa,,,,,,1642 RPM
2026-06-15 23:00:00,0.0499 Mpa,0.0383 Mpa,0.0512 Mpa,0.0591 Mpa,0 Mpa,0.00603 Mpa,6.10 Mpa,6.10 Mpa,0.00440 Mpa,0 Mpa,0.0167 Mpa,0.0224 Mpa,0.0298 Mpa,0.0164 Mpa,0 Mpa,,,,,,0.00315 Mpa,0.0227 Mpa,0.0146 Mpa,0.00162 Mpa,0 Mpa,0.00988 Mpa,0.00829 Mpa,0.00507 Mpa,0.00617 Mpa,0 Mpa,0.0108 Mpa,0.00976 Mpa,0.00164 Mpa,0.0539 Mpa,0 Mpa,,,,,,0.00186 Mpa,0.00411 Mpa,0.0131 Mpa,0.0182 Mpa,0 Mpa,,,,,,1618 RPM
2026-06-16 01:00:00,0.0572 Mpa,0.0477 Mpa,0.0600 Mpa,0.0647 Mpa,0.0376 Mpa,0.0152 Mpa,6.10 Mpa,6.10 Mpa,0.0139 Mpa,0 Mpa,0.0262 Mpa,0.0272 Mpa,0.0344 Mpa,0.0140 Mpa,0 Mpa,0.0887 Mpa,0.0720 Mpa,0.0773 Mpa,0.0713 Mpa,0.0595 Mpa,0.00429 Mpa,0.0288 Mpa,0.0219 Mpa,0.00180 Mpa,0 Mpa,0.00876 Mpa,0.00872 Mpa,0.00452 Mpa,0.00598 Mpa,0 Mpa,0.0149 Mpa,0.00639 Mpa,0.00221 Mpa,0.0694 Mpa,0 Mpa,,,,,,0.00302 Mpa,0.00635 Mpa,0.0162 Mpa,0.0235 Mpa,0 Mpa,,,,,,1594 RPM
2026-06-16 03:00:00,0.0802 Mpa,0.0702 Mpa,0.0841 Mpa,0.0887 Mpa,0 Mpa,0.00844 Mpa,6.10 Mpa,6.10 Mpa,0.00721 Mpa,0 Mpa,0.0217 Mpa,0.0230 Mpa,0.0282 Mpa,0.0150 Mpa,0 Mpa,,,,,,0.00322 Mpa,0.0265 Mpa,0.0207 Mpa,0.00109 Mpa,0 Mpa,0.00909 Mpa,0.00716 Mpa,0.00498 Mpa,0.00567 Mpa,0 Mpa,0.0180 Mpa,0.0101 Mpa,0.00343 Mpa,0.0713 Mpa,0 Mpa,,,,,,0.00244 Mpa,0.00496 Mpa,0.0139 Mpa,0.0194 Mpa,0 Mpa,,,,,,1628 RPM
2026-06-16 05:00:00,0.0587 Mpa,0.0511 Mpa,0.0665 Mpa,0.0692 Mpa,0.00778 Mpa,0.00320 Mpa,6.10 Mpa,6.10 Mpa,0.00256 Mpa,0 Mpa,0.0240 Mpa,0.0267 Mpa,0.0332 Mpa,0.0234 Mpa,0 Mpa,,,,,,0.00464 Mpa,0.0331 Mpa,0.0284 Mpa,0.00184 Mpa,0 Mpa,0.00719 Mpa,0.0121 Mpa,0.00233 Mpa,0.00374 Mpa,0 Mpa,0.0117 Mpa,0.0276 Mpa,0.00119 Mpa,0.0570 Mpa,0.00891 Mpa,,,,,,0.00168 Mpa,0.00371 Mpa,0.0108 Mpa,0.0205 Mpa,0 Mpa,,,,,,1400 RPM
2026-06-16 07:00:00,0.0643 Mpa,0.0575 Mpa,0.0688 Mpa,0.0750 Mpa,0 Mpa,0.00481 Mpa,6.10 Mpa,6.10 Mpa,0.00386 Mpa,0 Mpa,0.0233 Mpa,0.0254 Mpa,0.0343 Mpa,0.0138 Mpa,0 Mpa,,,,,,0.00444 Mpa,0.0265 Mpa,0.0244 Mpa,0.00198 Mpa,0 Mpa,0.0102 Mpa,0.0104 Mpa,0.00516 Mpa,0.00680 Mpa,0 Mpa,0.0225 Mpa,0.0150 Mpa,0.00329 Mpa,0.0536 Mpa,0 Mpa,,,,,,0.00260 Mpa,0.00527 Mpa,0.0157 Mpa,0.0211 Mpa,0 Mpa,,,,,,1720 RPM
2026-06-16 09:00:00,0.0797 Mpa,0.0702 Mpa,0.0850 Mpa,0.0909 Mpa,0 Mpa,0.00357 Mpa,6.10 Mpa,6.10 Mpa,0.00312 Mpa,0 Mpa,0.0256 Mpa,0.0269 Mpa,0.0325 Mpa,0.0162 Mpa,0.0131 Mpa,,,,,,0.00421 Mpa,0.0146 Mpa,0.0125 Mpa,0.00178 Mpa,0 Mpa,0.00830 Mpa,0.00666 Mpa,0.00452 Mpa,0.00553 Mpa,0 Mpa,0.0184 Mpa,0.00891 Mpa,0.00360 Mpa,0.0503 Mpa,0 Mpa,,,,,,0.00215 Mpa,0.00459 Mpa,0.0150 Mpa,0.0187 Mpa,0.0118 Mpa,,,,,,1734 RPM
2026-06-16 11:00:00,0.0668 Mpa,0.0565 Mpa,0.0711 Mpa,0.0773 Mpa,0 Mpa,0.00192 Mpa,6.10 Mpa,6.10 Mpa,0.00173 Mpa,0 Mpa,0.0333 Mpa,0.0195 Mpa,0.0286 Mpa,0.00797 Mpa,0 Mpa,,,,,,0.00322 Mpa,0.0115 Mpa,0.0101 Mpa,0.00156 Mpa,0.0124 Mpa,0.00820 Mpa,0.00465 Mpa,0.00398 Mpa,0.00363 Mpa,0 Mpa,0.0155 Mpa,0.00556 Mpa,0.00291 Mpa,0.0687 Mpa,0 Mpa,,,,,,0.00130 Mpa,0.00292 Mpa,0.0202 Mpa,0.0238 Mpa,0 Mpa,,,,,,1691 RPM
2026-06-16 13:00:00,0.0793 Mpa,0.0711 Mpa,0.0842 Mpa,0.0889 Mpa,0 Mpa,0.00206 Mpa,6.10 Mpa,6.10 Mpa,0.00206 Mpa,0.0214 Mpa,0.0295 Mpa,0.0148 Mpa,0.0291 Mpa,0.00606 Mpa,0 Mpa,,,,,,0.00323 Mpa,0.0157 Mpa,0.0129 Mpa,0.00190 Mpa,0 Mpa,0.00514 Mpa,0.00480 Mpa,0.00249 Mpa,0.00303 Mpa,0.00933 Mpa,0.0171 Mpa,0.00745 Mpa,0.00249 Mpa,0.0722 Mpa,0 Mpa,,,,,,0.00272 Mpa,0.00572 Mpa,0.0152 Mpa,0.0205 Mpa,0 Mpa,,,,,,1592 RPM
2026-06-16 15:00:00,0.0651 Mpa,0.0570 Mpa,0.0699 Mpa,0.0790 Mpa,0 Mpa,0.00297 Mpa,6.10 Mpa,6.10 Mpa,0.00256 Mpa,0 Mpa,0.0368 Mpa,0.0153 Mpa,0.0315 Mpa,0.00713 Mpa,0 Mpa,,,,,,0.00110 Mpa,0.0251 Mpa,0.0230 Mpa,0.000814 Mpa,0.0280 Mpa,0.00988 Mpa,0.00690 Mpa,0.00522 Mpa,0.00467 Mpa,0 Mpa,0.0206 Mpa,0.0160 Mpa,0.00163 Mpa,0.0582 Mpa,0.0254 Mpa,,,,,,0.00266 Mpa,0.00413 Mpa,0.0107 Mpa,0.0167 Mpa,0 Mpa,,,,,,1592 RPM
2026-06-16 17:00:00,0.0697 Mpa,0.0616 Mpa,0.0775 Mpa,0.0823 Mpa,0.00919 Mpa,0.00159 Mpa,6.10 Mpa,6.10 Mpa,0.00151 Mpa,0 Mpa,0.0320 Mpa,0.0221 Mpa,0.0315 Mpa,0.00590 Mpa,0 Mpa,,,,,,,,,,,0.00850 Mpa,0.00889 Mpa,0.00355 Mpa,0.00485 Mpa,0 Mpa,0.0158 Mpa,0.0224 Mpa,0.00159 Mpa,0.0712 Mpa,0 Mpa,,,,,,0.00255 Mpa,0.00375 Mpa,0.0105 Mpa,0.0160 Mpa,0 Mpa,,,,,,1523 RPM
2026-06-16 19:00:00,0.0933 Mpa,0.0815 Mpa,0.0986 Mpa,0.102 Mpa,0 Mpa,0.00268 Mpa,6.10 Mpa,6.10 Mpa,0.00229 Mpa,0 Mpa,0.0201 Mpa,0.0285 Mpa,0.0371 Mpa,0.0129 Mpa,0 Mpa,,,,,,,,,,,0.0100 Mpa,0.00765 Mpa,0.00495 Mpa,0.00520 Mpa,0 Mpa,0.0175 Mpa,0.00547 Mpa,0.00272 Mpa,0.0297 Mpa,0 Mpa,,,,,,0.00266 Mpa,0.00501 Mpa,0.0120 Mpa,0.0198 Mpa,0 Mpa,,,,,,1696 RPM
2026-06-16 21:00:00,0.0729 Mpa,0.0635 Mpa,0.0769 Mpa,0.0831 Mpa,0 Mpa,0.00265 Mpa,6.10 Mpa,6.10 Mpa,0.00237 Mpa,0 Mpa,0.0209 Mpa,0.0240 Mpa,0.0333 Mpa,0.00972 Mpa,0 Mpa,,,,,,0.00712 Mpa,0.0463 Mpa,0.0262 Mpa,0.00270 Mpa,0 Mpa,0.0114 Mpa,0.00985 Mpa,0.00556 Mpa,0.00628 Mpa,0 Mpa,0.0188 Mpa,0.00263 Mpa,0.00139 Mpa,0.0530 Mpa,0 Mpa,,,,,,0.00249 Mpa,0.00480 Mpa,0.0134 Mpa,0.0211 Mpa,0 Mpa,,,,,,1619 RPM
2026-06-16 23:00:00,0.0754 Mpa,0.0671 Mpa,0.0806 Mpa,0.0853 Mpa,0 Mpa,0.00314 Mpa,6.10 Mpa,6.10 Mpa,0.00270 Mpa,0 Mpa,0.0223 Mpa,0.0239 Mpa,0.0343 Mpa,0.00840 Mpa,0 Mpa,,,,,,0.00422 Mpa,0.0260 Mpa,0.0162 Mpa,0.00198 Mpa,0 Mpa,0.00994 Mpa,0.00867 Mpa,0.00447 Mpa,0.00626 Mpa,0 Mpa,0.0197 Mpa,0.00206 Mpa,0.00117 Mpa,0.0768 Mpa,0 Mpa,,,,,,0.00153 Mpa,0.00296 Mpa,0.0136 Mpa,0.0249 Mpa,0 Mpa,,,,,,1591 RPM
2026-06-17 01:00:00,0.0528 Mpa,0.0459 Mpa,0.0602 Mpa,0.0667 Mpa,0.0189 Mpa,0.00357 Mpa,6.10 Mpa,6.10 Mpa,0.00281 Mpa,0 Mpa,0.0344 Mpa,0.0226 Mpa,0.0327 Mpa,0.00827 Mpa,0.00828 Mpa,,,,,,0.00292 Mpa,0.0254 Mpa,0.0149 Mpa,0.00203 Mpa,0 Mpa,0.00871 Mpa,0.00714 Mpa,0.00408 Mpa,0.00558 Mpa,0 Mpa,0.0244 Mpa,0.00687 Mpa,0.00363 Mpa,0.0713 Mpa,0 Mpa,,,,,,0.00252 Mpa,0.00319 Mpa,0.0223 Mpa,0.0271 Mpa,0 Mpa,,,,,,1558 RPM
2026-06-17 03:00:00,,,,,,0.00302 Mpa,6.10 Mpa,6.10 Mpa,0.00267 Mpa,0 Mpa,0.0351 Mpa,0.0223 Mpa,0.0311 Mpa,0.00827 Mpa,0 Mpa,,,,,,0.00356 Mpa,0.0322 Mpa,0.0235 Mpa,0.00163 Mpa,0 Mpa,0.00969 Mpa,0.0100 Mpa,0.00411 Mpa,0.00665 Mpa,0 Mpa,0.0189 Mpa,0.00593 Mpa,0.00295 Mpa,0.0675 Mpa,0 Mpa,,,,,,0.00201 Mpa,0.00448 Mpa,0.0166 Mpa,0.0242 Mpa,0 Mpa,,,,,,1618 RPM
2026-06-17 05:00:00,,,,,,0.00445 Mpa,6.10 Mpa,6.10 Mpa,0.00357 Mpa,0 Mpa,0.0366 Mpa,0.0257 Mpa,0.0339 Mpa,0.0125 Mpa,0 Mpa,,,,,,0.00296 Mpa,0.0349 Mpa,0.0228 Mpa,0.00178 Mpa,0 Mpa,0.0111 Mpa,0.0166 Mpa,0.00399 Mpa,0.00663 Mpa,0 Mpa,0.0195 Mpa,0.00468 Mpa,0.00250 Mpa,0.0654 Mpa,0 Mpa,,,,,,0.00257 Mpa,0.00514 Mpa,0.0174 Mpa,0.0266 Mpa,0 Mpa,,,,,,1599 RPM
2026-06-17 07:00:00,0.0479 Mpa,0.0380 Mpa,0.0492 Mpa,0.0513 Mpa,0.0455 Mpa,0.00353 Mpa,6.10 Mpa,6.10 Mpa,0.00279 Mpa,0 Mpa,0.0594 Mpa,0.0259 Mpa,0.0337 Mpa,0.0155 Mpa,0.0110 Mpa,,,,,,0.00270 Mpa,0.0242 Mpa,0.0106 Mpa,0.00158 Mpa,0 Mpa,0.00989 Mpa,0.00956 Mpa,0.00521 Mpa,0.00706 Mpa,0 Mpa,0.0188 Mpa,0.00434 Mpa,0.00132 Mpa,0.0570 Mpa,0 Mpa,,,,,,0.00366 Mpa,0.00608 Mpa,0.0204 Mpa,0.0259 Mpa,0 Mpa,,,,,,1750 RPM
2026-06-17 09:00:00,0.0498 Mpa,0.0436 Mpa,0.0606 Mpa,0.0614 Mpa,0.0929 Mpa,0.00469 Mpa,6.10 Mpa,6.10 Mpa,0.00361 Mpa,0 Mpa,0.0376 Mpa,0.0200 Mpa,0.0328 Mpa,0.00975 Mpa,0 Mpa,,,,,,0.00317 Mpa,0.0263 Mpa,0.00986 Mpa,0.00150 Mpa,0 Mpa,0.00814 Mpa,0.00685 Mpa,0.00404 Mpa,0.00543 Mpa,0 Mpa,0.0160 Mpa,0.00402 Mpa,0.00193 Mpa,0.0697 Mpa,0 Mpa,,,,,,0.00238 Mpa,0.00356 Mpa,0.0164 Mpa,0.0187 Mpa,0.0576 Mpa,,,,,,1712 RPM
2026-06-17 11:00:00,,,,,,0.00267 Mpa,6.10 Mpa,6.10 Mpa,0.00223 Mpa,0 Mpa,0.0179 Mpa,0.0122 Mpa,0.0273 Mpa,0.00668 Mpa,0 Mpa,,,,,,0.00106 Mpa,0.0219 Mpa,0.0187 Mpa,0.000494 Mpa,0.0297 Mpa,0.00629 Mpa,0.00405 Mpa,0.00385 Mpa,0.00461 Mpa,0 Mpa,0.0131 Mpa,0.00533 Mpa,0.00271 Mpa,0.0570 Mpa,0.0102 Mpa,,,,,,0.00350 Mpa,0.00678 Mpa,0.0208 Mpa,0.0238 Mpa,0 Mpa,,,,,,1697 RPM
2026-06-17 13:00:00,,,,,,0.00229 Mpa,6.10 Mpa,6.10 Mpa,0.00214 Mpa,0 Mpa,0.0281 Mpa,0.0151 Mpa,0.0275 Mpa,0.00700 Mpa,0 Mpa,,,,,,,,,,,0.00848 Mpa,0.00750 Mpa,0.00395 Mpa,0.00485 Mpa,0.0284 Mpa,0.0268 Mpa,0.0114 Mpa,0.0117 Mpa,0.0706 Mpa,0.0872 Mpa,,,,,,0.00198 Mpa,0.00367 Mpa,0.0144 Mpa,0.0161 Mpa,0 Mpa,,,,,,1697 RPM
2026-06-17 15:00:00,,,,,,0.00204 Mpa,6.10 Mpa,6.10 Mpa,0.00154 Mpa,0 Mpa,0.0309 Mpa,0.0211 Mpa,0.0314 Mpa,0.0162 Mpa,0 Mpa,0.0720 Mpa,0.0578 Mpa,0.0707 Mpa,0.0571 Mpa,0 Mpa,0.00578 Mpa,0.0387 Mpa,0.0228 Mpa,0.00273 Mpa,0 Mpa,0.00891 Mpa,0.00651 Mpa,0.00481 Mpa,0.00472 Mpa,0 Mpa,0.0259 Mpa,0.00942 Mpa,0.00383 Mpa,0.0695 Mpa,0 Mpa,,,,,,0.00198 Mpa,0.00406 Mpa,0.0140 Mpa,0.0172 Mpa,0 Mpa,,,,,,1726 RPM
2026-06-17 17:00:00,,,,,,0.00250 Mpa,6.10 Mpa,6.10 Mpa,0.00196 Mpa,0 Mpa,0.0295 Mpa,0.0109 Mpa,0.0283 Mpa,0.00741 Mpa,0 Mpa,0.0856 Mpa,0.0699 Mpa,0.0737 Mpa,0.0700 Mpa,0 Mpa,0.00530 Mpa,0.0398 Mpa,0.0203 Mpa,0.00184 Mpa,0.0156 Mpa,0.00413 Mpa,0.00413 Mpa,0.00215 Mpa,0.00276 Mpa,0 Mpa,0.0230 Mpa,0.0160 Mpa,0.00165 Mpa,0.0591 Mpa,0 Mpa,,,,,,0.00102 Mpa,0.00220 Mpa,0.00678 Mpa,0.0107 Mpa,0.0121 Mpa,,,,,,1358 RPM
2026-06-17 19:00:00,,,,,,0.00209 Mpa,6.10 Mpa,6.10 Mpa,0.00201 Mpa,0 Mpa,0.0548 Mpa,0.0212 Mpa,0.0315 Mpa,0.0108 Mpa,0 Mpa,0.126 Mpa,0.103 Mpa,0.105 Mpa,0.103 Mpa,0.00785 Mpa,0.00570 Mpa,0.0375 Mpa,0.0221 Mpa,0.00293 Mpa,0 Mpa,0.0119 Mpa,0.0113 Mpa,0.00688 Mpa,0.00763 Mpa,0 Mpa,0.0261 Mpa,0.0258 Mpa,0.00422 Mpa,0.0574 Mpa,0 Mpa,,,,,,0.00282 Mpa,0.00485 Mpa,0.0127 Mpa,0.0211 Mpa,0 Mpa,,,,,,1583 RPM
2026-06-17 21:00:00,,,,,,0.00147 Mpa,6.10 Mpa,6.10 Mpa,0.00123 Mpa,0 Mpa,0.0335 Mpa,0.0174 Mpa,0.0316 Mpa,0.0101 Mpa,0 Mpa,0.214 Mpa,0.195 Mpa,0.196 Mpa,0.191 Mpa,0.0217 Mpa,0.00435 Mpa,0.0348 Mpa,0.0210 Mpa,0.00231 Mpa,0 Mpa,0.0104 Mpa,0.00940 Mpa,0.00564 Mpa,0.00660 Mpa,0 Mpa,0.0193 Mpa,0.0417 Mpa,0.00365 Mpa,0.0650 Mpa,0 Mpa,,,,,,0.00163 Mpa,0.00305 Mpa,0.00965 Mpa,0.0176 Mpa,0 Mpa,,,,,,1640 RPM
2026-06-17 23:00:00,,,,,,0.00129 Mpa,6.10 Mpa,6.10 Mpa,0.00134 Mpa,0 Mpa,0.0299 Mpa,0.0200 Mpa,0.0332 Mpa,0.0119 Mpa,0 Mpa,0.221 Mpa,0.206 Mpa,0.210 Mpa,0.204 Mpa,0.154 Mpa,0.00488 Mpa,0.0331 Mpa,0.0192 Mpa,0.00282 Mpa,0 Mpa,0.00930 Mpa,0.00795 Mpa,0.00473 Mpa,0.00594 Mpa,0.00642 Mpa,0.0167 Mpa,0.0608 Mpa,0.00289 Mpa,0.0724 Mpa,0 Mpa,,,,,,0.00274 Mpa,0.00489 Mpa,0.0158 Mpa,0.0225 Mpa,0 Mpa,,,,,,1665 RPM
2026-06-18 01:00:00,,,,,,0.00637 Mpa,6.10 Mpa,6.10 Mpa,0.00505 Mpa,0.0281 Mpa,0.0312 Mpa,0.0253 Mpa,0.0324 Mpa,0.0165 Mpa,0.0108 Mpa,0.177 Mpa,0.157 Mpa,0.163 Mpa,0.158 Mpa,0 Mpa,0.00151 Mpa,0.0482 Mpa,0.0253 Mpa,0.000907 Mpa,0 Mpa,0.00922 Mpa,0.00996 Mpa,0.00416 Mpa,0.00671 Mpa,0 Mpa,0.0211 Mpa,0.0904 Mpa,0.00252 Mpa,0.0610 Mpa,0 Mpa,,,,,,0.00253 Mpa,0.00470 Mpa,0.0151 Mpa,0.0242 Mpa,0 Mpa,,,,,,1441 RPM
2026-06-18 03:00:00,,,,,,,,,,,0.0401 Mpa,0.0239 Mpa,0.0342 Mpa,0.0103 Mpa,0 Mpa,0.158 Mpa,0.138 Mpa,0.141 Mpa,0.138 Mpa,0 Mpa,0.00341 Mpa,0.0482 Mpa,0.0332 Mpa,0.000418 Mpa,0 Mpa,0.00764 Mpa,0.00597 Mpa,0.00399 Mpa,0.00530 Mpa,0 Mpa,0.0193 Mpa,0.0878 Mpa,0.00214 Mpa,0.0447 Mpa,0 Mpa,,,,,,0.00331 Mpa,0.00611 Mpa,0.0224 Mpa,0.0271 Mpa,0.00395 Mpa,,,,,,1540 RPM
2026-06-18 05:00:00,,,,,,0.00103 Mpa,6.10 Mpa,6.10 Mpa,0.000823 Mpa,0 Mpa,0.0464 Mpa,0.0268 Mpa,0.0311 Mpa,0.00872 Mpa,0 Mpa,0.154 Mpa,0.136 Mpa,0.139 Mpa,0.136 Mpa,0 Mpa,0.0159 Mpa,0.0498 Mpa,0.0401 Mpa,0.00297 Mpa,0.0198 Mpa,0.00517 Mpa,0.00613 Mpa,0.00270 Mpa,0.00433 Mpa,0 Mpa,0.0195 Mpa,0.0491 Mpa,0.00208 Mpa,0.0891 Mpa,0 Mpa,,,,,,0.00202 Mpa,0.00348 Mpa,0.0229 Mpa,0.0282 Mpa,0.00972 Mpa,,,,,,1326 RPM
2026-06-18 07:00:00,,,,,,0.00391 Mpa,6.10 Mpa,6.10 Mpa,0.00332 Mpa,0 Mpa,0.0305 Mpa,0.0215 Mpa,0.0320 Mpa,0.00906 Mpa,0 Mpa,0.170 Mpa,0.146 Mpa,0.150 Mpa,0.148 Mpa,0 Mpa,0.00554 Mpa,0.0371 Mpa,0.0264 Mpa,0.00280 Mpa,0 Mpa,0.00839 Mpa,0.00732 Mpa,0.00498 Mpa,0.00656 Mpa,0 Mpa,0.0147 Mpa,0.0565 Mpa,0.00168 Mpa,0.0592 Mpa,0 Mpa,,,,,,0.00203 Mpa,0.00397 Mpa,0.0197 Mpa,0.0250 Mpa,0 Mpa,,,,,,1722 RPM
2026-06-18 09:00:00,,,,,,0.00412 Mpa,6.10 Mpa,6.10 Mpa,0.00351 Mpa,0 Mpa,0.0402 Mpa,0.0232 Mpa,0.0318 Mpa,0.0148 Mpa,0.0111 Mpa,0.167 Mpa,0.144 Mpa,0.146 Mpa,0.145 Mpa,0 Mpa,0.00452 Mpa,0.0297 Mpa,0.0185 Mpa,0.00192 Mpa,0 Mpa,0.00750 Mpa,0.00486 Mpa,0.00339 Mpa,0.00520 Mpa,0 Mpa,0.0154 Mpa,0.0510 Mpa,0.00332 Mpa,0.0623 Mpa,0 Mpa,,,,,,0.00201 Mpa,0.00357 Mpa,0.0163 Mpa,0.0193 Mpa,0.0108 Mpa,,,,,,1756 RPM
2026-06-18 11:00:00,,,,,,0.00364 Mpa,6.10 Mpa,6.10 Mpa,0.00302 Mpa,0 Mpa,0.0295 Mpa,0.0155 Mpa,0.0288 Mpa,0.00904 Mpa,0 Mpa,0.218 Mpa,0.197 Mpa,0.199 Mpa,0.201 Mpa,0 Mpa,0.00421 Mpa,0.0315 Mpa,0.0147 Mpa,0.00132 Mpa,0.0207 Mpa,0.00914 Mpa,0.00824 Mpa,0.00271 Mpa,0.00726 Mpa,0.00882 Mpa,0.0145 Mpa,0.0301 Mpa,0.00328 Mpa,0.0890 Mpa,0 Mpa,,,,,,0.00225 Mpa,0.00395 Mpa,0.0225 Mpa,0.0251 Mpa,0.0104 Mpa,,,,,,1692 RPM
