"Time","P_FW - I45","P_FW - I49","P_FW - I50","P_FW - I52","P_FW - I53","P_FW - I54","P_FW - I55","P_FW - I56","P_FW - I57","P_FW - I58","%FW - I45","%FW - I49","%FW - I50","%FW - I52","%FW - I53","%FW - I54","%FW - I55","%FW - I56","%FW - I57","%FW - I58"
2026-07-18 11:00:00,0.125 Mpa,0.0824 Mpa,0.0795 Mpa,0.108 Mpa,0.534 Mpa,0.136 Mpa,0.00871 Mpa,0.0519 Mpa,0.0800 Mpa,0.0958 Mpa,8.99%,7.37%,5.69%,7.20%,23.3%,7.36%,6.62%,3.28%,6.29%,5.88%
2026-07-18 13:00:00,0.0497 Mpa,0.129 Mpa,0.0509 Mpa,0.135 Mpa,0.0653 Mpa,0.157 Mpa,,0.0754 Mpa,0.0547 Mpa,0.119 Mpa,6.71%,8.81%,4.80%,7.80%,9.38%,7.18%,,3.37%,5.40%,4.28%
2026-07-18 15:00:00,0.111 Mpa,0.239 Mpa,0.0457 Mpa,0.120 Mpa,0.744 Mpa,0.119 Mpa,,0.172 Mpa,0.0811 Mpa,0.00491 Mpa,8.42%,10.9%,13.0%,7.65%,28.3%,5.91%,,6.65%,6.45%,0.996%
2026-07-18 17:00:00,0.422 Mpa,0.0830 Mpa,0.144 Mpa,0.130 Mpa,0.211 Mpa,0.164 Mpa,,0.207 Mpa,0.202 Mpa,0.0665 Mpa,18.0%,6.52%,8.01%,7.71%,14.5%,8.42%,,7.94%,9.68%,3.45%
2026-07-18 19:00:00,0.992 Mpa,0.0444 Mpa,0.0917 Mpa,0.00656 Mpa,0.0876 Mpa,0.236 Mpa,,0.0459 Mpa,0.402 Mpa,0.107 Mpa,33.5%,5.95%,7.02%,3.40%,9.57%,10.5%,,3.56%,16.3%,3.99%
2026-07-18 21:00:00,1.65 Mpa,0.0243 Mpa,0.137 Mpa,0.0672 Mpa,0.0663 Mpa,0.260 Mpa,,0.114 Mpa,0.0842 Mpa,0.0451 Mpa,58.5%,6.00%,7.97%,5.47%,9.26%,12.0%,,5.22%,6.71%,2.60%
2026-07-18 23:00:00,0.129 Mpa,0.0786 Mpa,0.620 Mpa,0.0486 Mpa,0.0535 Mpa,0.0520 Mpa,,0.259 Mpa,0.150 Mpa,0.0540 Mpa,11.3%,7.59%,22.0%,5.53%,8.55%,5.79%,,9.95%,8.75%,2.36%
2026-07-19 01:00:00,0.0562 Mpa,0.0886 Mpa,,0.0474 Mpa,0.259 Mpa,0.0715 Mpa,0.0278 Mpa,0.0611 Mpa,0.275 Mpa,0.0694 Mpa,9.23%,8.21%,,5.54%,15.5%,7.11%,4.47%,3.81%,12.3%,3.17%
2026-07-19 03:00:00,0.171 Mpa,0.123 Mpa,,0.104 Mpa,0.0719 Mpa,0.0749 Mpa,0.298 Mpa,0.0567 Mpa,0.124 Mpa,0.140 Mpa,12.2%,7.89%,,7.20%,9.50%,6.46%,11.9%,5.66%,7.96%,6.70%
2026-07-19 05:00:00,0.0806 Mpa,0.166 Mpa,0.781 Mpa,0.466 Mpa,0.0493 Mpa,0.0534 Mpa,0.0816 Mpa,0.0408 Mpa,0.102 Mpa,0.0379 Mpa,9.78%,10.7%,26.5%,18.5%,7.62%,5.73%,6.12%,3.04%,7.21%,2.94%
2026-07-19 07:00:00,0.0509 Mpa,0.104 Mpa,0.547 Mpa,0.0473 Mpa,0.0693 Mpa,0.0970 Mpa,0.0831 Mpa,0.0168 Mpa,0.140 Mpa,0.150 Mpa,8.83%,7.87%,19.1%,6.36%,9.08%,7.27%,6.15%,1.88%,8.91%,6.32%
2026-07-19 09:00:00,0.0497 Mpa,0.108 Mpa,0.481 Mpa,0.00642 Mpa,0.0503 Mpa,0.121 Mpa,0.125 Mpa,0.149 Mpa,0.0827 Mpa,0.0346 Mpa,8.90%,8.36%,17.2%,9.18%,12.3%,7.76%,7.06%,5.79%,6.60%,2.68%
2026-07-19 11:00:00,0.0749 Mpa,0.105 Mpa,0.844 Mpa,0.0337 Mpa,0.216 Mpa,0.111 Mpa,0.252 Mpa,0.0961 Mpa,0.0798 Mpa,0.162 Mpa,9.61%,9.41%,36.7%,5.10%,14.7%,7.29%,10.3%,4.61%,7.28%,6.18%
2026-07-19 13:00:00,0.129 Mpa,0.0834 Mpa,0.0519 Mpa,0.147 Mpa,1.34 Mpa,0.0594 Mpa,0.119 Mpa,0.0960 Mpa,0.0616 Mpa,0.0874 Mpa,10.9%,7.82%,11.6%,8.40%,59.6%,6.28%,7.14%,4.36%,6.55%,4.23%
2026-07-19 15:00:00,0.253 Mpa,0.00247 Mpa,0.405 Mpa,0.0923 Mpa,0.0782 Mpa,0.0928 Mpa,0.0323 Mpa,0.115 Mpa,0.568 Mpa,0.00605 Mpa,14.4%,5.82%,16.0%,6.87%,9.96%,7.05%,4.74%,4.43%,20.1%,1.47%
2026-07-19 17:00:00,0.293 Mpa,0.168 Mpa,0.0451 Mpa,0.385 Mpa,0.117 Mpa,0.0587 Mpa,0.102 Mpa,0.0816 Mpa,0.478 Mpa,0.0422 Mpa,14.8%,10.9%,5.18%,15.3%,10.4%,5.80%,6.78%,3.96%,18.0%,3.01%
2026-07-19 19:00:00,0.0987 Mpa,0.143 Mpa,0.0706 Mpa,0.0572 Mpa,0.0677 Mpa,0.0968 Mpa,0.0121 Mpa,0.0652 Mpa,0.342 Mpa,0.386 Mpa,9.60%,8.49%,5.21%,5.80%,8.02%,6.83%,4.35%,3.73%,14.0%,11.7%
2026-07-19 21:00:00,0.0393 Mpa,0.0960 Mpa,0.175 Mpa,0.0748 Mpa,0.325 Mpa,0.384 Mpa,0.0146 Mpa,0.0906 Mpa,0.315 Mpa,0.0317 Mpa,8.40%,9.06%,9.24%,6.64%,13.2%,15.0%,4.27%,5.77%,12.9%,1.76%
2026-07-19 23:00:00,0.0722 Mpa,0.148 Mpa,0.145 Mpa,0.135 Mpa,0.175 Mpa,0.240 Mpa,0.161 Mpa,0.0556 Mpa,0.224 Mpa,0.140 Mpa,9.18%,10.0%,9.60%,8.56%,13.0%,10.8%,8.03%,3.72%,10.8%,4.99%
2026-07-20 01:00:00,0.0202 Mpa,0.125 Mpa,0.00984 Mpa,0.154 Mpa,0.436 Mpa,0.318 Mpa,0.280 Mpa,0.267 Mpa,0.239 Mpa,0.155 Mpa,7.80%,9.15%,4.83%,9.37%,20.2%,13.6%,11.2%,10.1%,10.8%,7.40%
2026-07-20 03:00:00,0.307 Mpa,0.147 Mpa,0.0930 Mpa,0.0303 Mpa,0.0381 Mpa,0.245 Mpa,0.164 Mpa,0.0478 Mpa,0.352 Mpa,0.0198 Mpa,15.2%,9.74%,6.58%,5.87%,8.14%,12.0%,7.97%,3.86%,14.1%,5.68%
2026-07-20 05:00:00,0.0492 Mpa,0.318 Mpa,0.0688 Mpa,0.0521 Mpa,0.0325 Mpa,0.309 Mpa,0.0696 Mpa,,0.236 Mpa,0.131 Mpa,8.87%,13.9%,9.94%,6.16%,8.94%,12.4%,5.72%,,10.9%,4.98%
2026-07-20 07:00:00,0.125 Mpa,0.178 Mpa,0.0588 Mpa,0.0385 Mpa,0.440 Mpa,0.576 Mpa,0.0475 Mpa,,0.0852 Mpa,0.0197 Mpa,10.7%,9.74%,8.07%,5.37%,21.3%,20.1%,5.27%,,6.22%,2.75%
2026-07-20 09:00:00,0.268 Mpa,0.231 Mpa,0.0829 Mpa,0.0468 Mpa,0.112 Mpa,0.179 Mpa,0.0858 Mpa,0.806 Mpa,0.328 Mpa,0.0245 Mpa,14.7%,10.8%,16.1%,5.33%,10.8%,8.56%,6.39%,23.6%,13.6%,2.08%
2026-07-20 11:00:00,0.375 Mpa,0.0996 Mpa,0.0794 Mpa,0.196 Mpa,0.159 Mpa,0.540 Mpa,0.0899 Mpa,0.204 Mpa,0.428 Mpa,0.0526 Mpa,17.6%,6.84%,6.20%,10.1%,13.5%,18.7%,6.48%,7.45%,16.4%,3.14%
2026-07-20 13:00:00,0.144 Mpa,0.00273 Mpa,0.0744 Mpa,0 Mpa,0.0992 Mpa,0.183 Mpa,0.0807 Mpa,0.0341 Mpa,0.111 Mpa,0.238 Mpa,10.6%,4.27%,19.7%,5.31%,12.0%,7.62%,6.36%,3.35%,7.44%,8.15%
2026-07-20 15:00:00,0.233 Mpa,0.331 Mpa,0.972 Mpa,0.281 Mpa,0.378 Mpa,0.174 Mpa,1.30 Mpa,0.105 Mpa,0.196 Mpa,0.103 Mpa,13.5%,14.6%,33.0%,13.3%,22.2%,9.59%,37.2%,5.12%,9.71%,4.55%
2026-07-20 17:00:00,,0.0907 Mpa,,0.0556 Mpa,0.0137 Mpa,0.640 Mpa,0.605 Mpa,0.0569 Mpa,0.219 Mpa,0.249 Mpa,,7.95%,,6.38%,5.06%,24.5%,19.6%,3.36%,10.3%,8.17%
2026-07-20 19:00:00,0.101 Mpa,0.0864 Mpa,0.662 Mpa,0.0269 Mpa,0.737 Mpa,0.157 Mpa,0.650 Mpa,0.0184 Mpa,0.219 Mpa,0.0226 Mpa,10.2%,8.63%,20.1%,5.37%,26.4%,8.87%,20.6%,2.64%,10.2%,1.53%
2026-07-20 21:00:00,0.105 Mpa,0.0839 Mpa,0.162 Mpa,0.122 Mpa,0.694 Mpa,0.213 Mpa,0.432 Mpa,0.671 Mpa,1.12 Mpa,0.107 Mpa,10.2%,8.36%,8.87%,7.53%,24.2%,9.46%,15.1%,21.3%,36.3%,4.25%
2026-07-20 23:00:00,0.157 Mpa,0.0378 Mpa,0.130 Mpa,0.0666 Mpa,0.0701 Mpa,0.320 Mpa,0.161 Mpa,0.110 Mpa,0.0102 Mpa,0.0190 Mpa,13.6%,7.59%,7.52%,6.01%,7.80%,13.1%,8.32%,5.03%,4.67%,1.08%
2026-07-21 01:00:00,0.207 Mpa,0.0389 Mpa,0.0321 Mpa,0.0487 Mpa,0.131 Mpa,0.135 Mpa,0.326 Mpa,0.0516 Mpa,0.0704 Mpa,0.0575 Mpa,22.4%,7.23%,3.62%,5.72%,11.9%,8.71%,12.6%,3.13%,7.08%,2.48%
2026-07-21 03:00:00,0.142 Mpa,0.251 Mpa,0.0236 Mpa,0.0612 Mpa,0.211 Mpa,0.127 Mpa,0.0777 Mpa,0.0867 Mpa,0.180 Mpa,0.159 Mpa,11.2%,13.4%,5.14%,6.15%,14.1%,8.08%,6.13%,4.13%,9.98%,6.66%
2026-07-21 05:00:00,0.0782 Mpa,0.151 Mpa,0.175 Mpa,0.0650 Mpa,0.148 Mpa,0.0577 Mpa,0.0198 Mpa,0.0797 Mpa,0.0875 Mpa,0.0600 Mpa,9.28%,11.8%,9.60%,6.37%,11.8%,8.02%,4.73%,3.99%,6.92%,2.88%
2026-07-21 07:00:00,0.0504 Mpa,0.0514 Mpa,0.185 Mpa,0.0206 Mpa,0.0412 Mpa,0.776 Mpa,0.0723 Mpa,0.0715 Mpa,0.0460 Mpa,0.0242 Mpa,6.40%,7.71%,9.71%,29.7%,8.45%,38.2%,5.60%,4.23%,5.46%,1.87%
2026-07-21 09:00:00,0.125 Mpa,0.0838 Mpa,0.156 Mpa,0.0267 Mpa,0.0572 Mpa,0.201 Mpa,0.538 Mpa,0.0129 Mpa,0.276 Mpa,0.00321 Mpa,9.93%,7.92%,8.45%,4.88%,8.40%,10.3%,17.7%,2.27%,12.6%,0.733%
2026-07-21 11:00:00,0.0918 Mpa,0.117 Mpa,0.0637 Mpa,0.0598 Mpa,0.000243 Mpa,0.109 Mpa,0.381 Mpa,0.0436 Mpa,0.0922 Mpa,0.152 Mpa,9.40%,9.75%,7.49%,5.26%,7.73%,5.11%,12.7%,3.10%,6.80%,5.61%
2026-07-21 13:00:00,0.0795 Mpa,0.248 Mpa,0.177 Mpa,0.0334 Mpa,0.568 Mpa,0.0552 Mpa,0.668 Mpa,0.0473 Mpa,0.222 Mpa,0.240 Mpa,9.24%,13.5%,8.94%,5.03%,22.9%,4.04%,21.3%,2.97%,10.4%,7.83%
2026-07-21 15:00:00,0.0793 Mpa,0.197 Mpa,0.0601 Mpa,0.0293 Mpa,0.0867 Mpa,0.172 Mpa,0.0194 Mpa,0.0923 Mpa,0.0807 Mpa,0.0121 Mpa,9.70%,10.3%,5.38%,9.42%,9.81%,19.5%,4.36%,4.25%,6.24%,1.09%
2026-07-21 17:00:00,0.104 Mpa,0.0537 Mpa,0.0190 Mpa,0.0637 Mpa,0.277 Mpa,0.0761 Mpa,0.227 Mpa,0.0906 Mpa,0.0736 Mpa,0.137 Mpa,10.7%,6.18%,12.0%,6.30%,14.5%,17.5%,9.69%,4.39%,5.99%,5.83%
2026-07-21 19:00:00,0.0336 Mpa,0.968 Mpa,0.0623 Mpa,0.0207 Mpa,0.155 Mpa,0.176 Mpa,0.431 Mpa,0.0571 Mpa,0.180 Mpa,0.0380 Mpa,8.53%,32.1%,24.5%,5.48%,13.2%,8.44%,15.0%,2.96%,9.08%,2.87%
2026-07-21 21:00:00,0.0385 Mpa,0.234 Mpa,0.250 Mpa,0.0211 Mpa,0.352 Mpa,0.0973 Mpa,0.164 Mpa,0.0397 Mpa,0.0552 Mpa,0.0119 Mpa,8.23%,11.7%,13.0%,5.26%,19.5%,5.75%,8.43%,2.41%,5.29%,2.27%
2026-07-21 23:00:00,0.0658 Mpa,0.491 Mpa,0.0776 Mpa,,0.0154 Mpa,0.111 Mpa,0.304 Mpa,0.0537 Mpa,0.117 Mpa,0.291 Mpa,8.73%,18.4%,5.71%,,8.56%,6.33%,12.0%,2.77%,7.63%,8.81%
2026-07-22 01:00:00,0.0895 Mpa,0.412 Mpa,0.288 Mpa,0.0274 Mpa,0.0254 Mpa,0.597 Mpa,0.109 Mpa,0.166 Mpa,0.0366 Mpa,0.162 Mpa,9.46%,17.0%,31.4%,4.74%,8.38%,21.9%,6.68%,5.98%,4.12%,6.02%
2026-07-22 03:00:00,0.0670 Mpa,0.297 Mpa,0.0138 Mpa,0.124 Mpa,0.0172 Mpa,0.209 Mpa,0.168 Mpa,0.0321 Mpa,0.0824 Mpa,0.0500 Mpa,9.18%,13.9%,7.30%,7.22%,7.66%,10.1%,8.34%,2.26%,5.75%,2.63%
2026-07-22 05:00:00,0.0393 Mpa,0.243 Mpa,0.113 Mpa,0.0455 Mpa,0.0480 Mpa,0.319 Mpa,0.0955 Mpa,0.0738 Mpa,0.0529 Mpa,0.168 Mpa,8.86%,12.6%,8.11%,4.66%,9.24%,21.2%,6.35%,3.84%,4.58%,6.26%
2026-07-22 07:00:00,0.0645 Mpa,0.0290 Mpa,0.112 Mpa,0.0284 Mpa,0.253 Mpa,0.302 Mpa,0.0929 Mpa,0.0393 Mpa,0.265 Mpa,0.388 Mpa,8.13%,7.27%,6.87%,3.34%,15.9%,13.7%,5.97%,3.12%,11.2%,12.4%
2026-07-22 09:00:00,0.0938 Mpa,0.177 Mpa,0.0821 Mpa,0.0682 Mpa,0.377 Mpa,0.0376 Mpa,0.266 Mpa,0.0376 Mpa,0.414 Mpa,0.0850 Mpa,9.60%,11.0%,6.35%,5.71%,19.1%,37.1%,11.0%,3.03%,19.7%,3.76%
2026-07-22 11:00:00,0.209 Mpa,0.538 Mpa,0.108 Mpa,0.0608 Mpa,0.496 Mpa,0.224 Mpa,0.101 Mpa,0.0418 Mpa,0.223 Mpa,0.153 Mpa,14.5%,20.0%,6.46%,5.34%,24.0%,22.0%,6.27%,3.10%,15.5%,5.77%
2026-07-22 13:00:00,0.179 Mpa,0.0622 Mpa,0.104 Mpa,0.0290 Mpa,0.233 Mpa,0.0232 Mpa,0.201 Mpa,0.0786 Mpa,0.0627 Mpa,,13.1%,5.41%,7.18%,5.26%,14.6%,23.7%,9.13%,4.21%,6.39%,
2026-07-22 15:00:00,0.215 Mpa,0.00730 Mpa,0.191 Mpa,0.0474 Mpa,0.593 Mpa,1.17 Mpa,0.0369 Mpa,0.0640 Mpa,0.151 Mpa,0.313 Mpa,12.3%,4.11%,9.83%,6.14%,25.7%,42.9%,4.77%,3.57%,8.85%,10.9%
2026-07-22 17:00:00,0.107 Mpa,0.115 Mpa,0.261 Mpa,0.641 Mpa,0.157 Mpa,0.0732 Mpa,0.0496 Mpa,0.0984 Mpa,0.617 Mpa,0.128 Mpa,13.1%,7.04%,18.2%,22.7%,15.5%,6.73%,5.31%,4.47%,22.4%,5.67%
2026-07-22 19:00:00,0.0920 Mpa,0.317 Mpa,0.0771 Mpa,0.0929 Mpa,0.124 Mpa,0.131 Mpa,0.331 Mpa,0.0524 Mpa,0.0506 Mpa,0.0514 Mpa,10.1%,13.5%,5.92%,7.03%,13.4%,7.50%,12.8%,2.69%,4.93%,3.40%
2026-07-22 21:00:00,0.0594 Mpa,0.436 Mpa,0.0880 Mpa,0.0870 Mpa,0.0652 Mpa,0.198 Mpa,0.0546 Mpa,0.0184 Mpa,0.0534 Mpa,0.143 Mpa,9.07%,16.2%,6.72%,7.24%,10.4%,9.56%,5.52%,1.80%,5.06%,5.98%
2026-07-22 23:00:00,0.312 Mpa,0.162 Mpa,0.0520 Mpa,0.0313 Mpa,0.438 Mpa,0.122 Mpa,0.324 Mpa,0.129 Mpa,0.102 Mpa,0.141 Mpa,15.3%,8.88%,5.31%,4.58%,21.6%,7.64%,12.2%,5.73%,6.83%,5.58%
2026-07-23 01:00:00,0.437 Mpa,0.149 Mpa,0.332 Mpa,0.186 Mpa,0.0306 Mpa,0.537 Mpa,0.342 Mpa,0.0508 Mpa,0.0703 Mpa,0.0141 Mpa,20.3%,10.1%,13.2%,8.87%,14.7%,20.4%,13.3%,3.48%,6.16%,1.41%
2026-07-23 03:00:00,0.131 Mpa,0.0413 Mpa,0.288 Mpa,0.744 Mpa,0.0908 Mpa,0.177 Mpa,0.386 Mpa,0.0580 Mpa,0.0323 Mpa,0.0179 Mpa,15.8%,5.60%,12.5%,25.6%,10.3%,8.30%,14.0%,3.59%,4.08%,1.36%
2026-07-23 05:00:00,0.0864 Mpa,0.0517 Mpa,0.0587 Mpa,0.0794 Mpa,0.0917 Mpa,0.235 Mpa,0.111 Mpa,0.0497 Mpa,0.0791 Mpa,0.0424 Mpa,10.2%,5.23%,4.92%,6.53%,10.1%,11.2%,6.22%,3.03%,6.22%,2.26%
2026-07-23 07:00:00,0.259 Mpa,0.0211 Mpa,0.0382 Mpa,0.0657 Mpa,0.0525 Mpa,0.506 Mpa,0.504 Mpa,0.0210 Mpa,0.0596 Mpa,0.108 Mpa,14.4%,5.26%,4.14%,6.19%,9.29%,19.2%,16.8%,2.73%,6.50%,4.61%
2026-07-23 09:00:00,0.0736 Mpa,0.0421 Mpa,0.0143 Mpa,0.363 Mpa,0.242 Mpa,0.119 Mpa,0.295 Mpa,0.0638 Mpa,0.00897 Mpa,0.00828 Mpa,9.79%,6.57%,3.86%,14.8%,15.7%,7.58%,10.4%,3.78%,5.12%,1.97%
2026-07-23 11:00:00,0.173 Mpa,0.0183 Mpa,0.0279 Mpa,0.144 Mpa,0.191 Mpa,0.399 Mpa,0.130 Mpa,0.0344 Mpa,0.133 Mpa,0.0978 Mpa,12.6%,6.62%,5.23%,8.35%,13.6%,15.2%,6.22%,2.83%,8.33%,4.43%
2026-07-23 13:00:00,0.201 Mpa,0.0277 Mpa,0.321 Mpa,0.0655 Mpa,0.0608 Mpa,0.353 Mpa,0.533 Mpa,0.0409 Mpa,0.0741 Mpa,0.0383 Mpa,14.0%,7.45%,13.7%,5.84%,9.20%,14.6%,18.0%,3.20%,4.94%,2.12%
2026-07-23 15:00:00,0.252 Mpa,0.0167 Mpa,0.683 Mpa,0.312 Mpa,0.621 Mpa,0.0974 Mpa,0.961 Mpa,0.0916 Mpa,0.0390 Mpa,0.138 Mpa,13.8%,5.62%,24.1%,13.7%,26.7%,6.84%,33.8%,3.94%,3.94%,5.19%
2026-07-23 17:00:00,0.00802 Mpa,0.154 Mpa,0.0343 Mpa,,0.0269 Mpa,0.0950 Mpa,0.0552 Mpa,0.112 Mpa,0.0357 Mpa,0.0638 Mpa,7.83%,10.6%,5.91%,,7.48%,14.4%,7.35%,5.21%,4.79%,3.77%
2026-07-23 19:00:00,0.266 Mpa,0.0524 Mpa,0.0389 Mpa,0.207 Mpa,0.164 Mpa,0.0101 Mpa,0.299 Mpa,0.0547 Mpa,0.372 Mpa,0.169 Mpa,14.5%,8.01%,4.59%,10.2%,12.1%,81.1%,16.3%,3.44%,15.2%,5.82%
2026-07-23 21:00:00,0 Mpa,0.0244 Mpa,0 Mpa,0.0305 Mpa,0.112 Mpa,0.0304 Mpa,0.367 Mpa,0.0344 Mpa,0.0349 Mpa,0.125 Mpa,8%,7.18%,2.95%,4.84%,9.71%,40.1%,13.9%,3.28%,8.05%,4.20%
2026-07-23 23:00:00,0.122 Mpa,0.0458 Mpa,0.0641 Mpa,0.174 Mpa,0.0870 Mpa,0.0587 Mpa,0.0841 Mpa,0.0279 Mpa,0.0730 Mpa,0.0694 Mpa,10.6%,7.31%,6.66%,8.62%,9.85%,5.07%,6.32%,3.02%,5.88%,3.86%
2026-07-24 01:00:00,0.132 Mpa,0.203 Mpa,0.0469 Mpa,0.0142 Mpa,0.562 Mpa,0.114 Mpa,0.154 Mpa,0.0566 Mpa,0.0927 Mpa,0.0584 Mpa,10.7%,12.3%,5.50%,4.44%,23.8%,7.61%,7.87%,3.64%,6.59%,3.36%
2026-07-24 03:00:00,1.17 Mpa,0.0387 Mpa,0.0615 Mpa,0.0768 Mpa,0.216 Mpa,0.335 Mpa,0.174 Mpa,0.0490 Mpa,0.455 Mpa,0.0795 Mpa,37.9%,6.40%,6.68%,11.0%,14.0%,14.8%,8.67%,3.54%,17.5%,4.15%
2026-07-24 05:00:00,0.163 Mpa,0.0586 Mpa,0.0394 Mpa,0.144 Mpa,0.211 Mpa,0.166 Mpa,0.0693 Mpa,0.0622 Mpa,0.0538 Mpa,0.0984 Mpa,12.5%,6.41%,5.95%,8.81%,13.9%,9.58%,5.63%,3.63%,6.30%,4.44%
2026-07-24 07:00:00,0.0969 Mpa,0.0447 Mpa,0.0133 Mpa,0.0228 Mpa,0.163 Mpa,0.137 Mpa,0.0817 Mpa,0.209 Mpa,0.0452 Mpa,0.00523 Mpa,10.7%,7.23%,3.60%,66.1%,12.3%,8.06%,5.43%,8.02%,5.60%,2.55%
2026-07-24 09:00:00,0.159 Mpa,0.137 Mpa,0.0327 Mpa,0.148 Mpa,0.0999 Mpa,0.252 Mpa,0.0134 Mpa,0.196 Mpa,0.0484 Mpa,0.0239 Mpa,12.5%,7.63%,4.32%,8.84%,9.51%,10.4%,3.87%,7.33%,5.99%,1.20%
2026-07-24 11:00:00,0.0620 Mpa,0.0789 Mpa,0.353 Mpa,0.0430 Mpa,0.151 Mpa,0.319 Mpa,0.0921 Mpa,0.0646 Mpa,0.0614 Mpa,0.178 Mpa,9.00%,7.59%,13.8%,5.04%,11.4%,13.0%,5.81%,3.76%,5.67%,5.23%
2026-07-24 13:00:00,0.184 Mpa,0.757 Mpa,0.0255 Mpa,0.0509 Mpa,0.603 Mpa,0.0458 Mpa,0.184 Mpa,0.821 Mpa,0.0440 Mpa,0.0413 Mpa,12.6%,26.7%,2.64%,5.40%,26.8%,5.32%,9.58%,25.7%,3.88%,2.29%
2026-07-24 15:00:00,0.130 Mpa,0.125 Mpa,0.143 Mpa,0.120 Mpa,0.0648 Mpa,0.143 Mpa,0.840 Mpa,0.172 Mpa,0.0692 Mpa,,11.0%,8.00%,7.91%,7.89%,8.96%,9.41%,25.9%,6.34%,5.93%,
2026-07-24 17:00:00,0.112 Mpa,0.106 Mpa,0.0515 Mpa,0.213 Mpa,0.146 Mpa,0.117 Mpa,0.179 Mpa,0.255 Mpa,0.0748 Mpa,,10.1%,7.16%,6.42%,9.33%,11.3%,8.08%,8.93%,9.40%,6.51%,
2026-07-24 19:00:00,0.239 Mpa,0.0469 Mpa,0.0208 Mpa,0.0875 Mpa,0.242 Mpa,0.0611 Mpa,0.428 Mpa,0.0517 Mpa,,,13.7%,7.90%,4.95%,6.01%,13.3%,6.19%,17.0%,3.25%,,
2026-07-24 21:00:00,0.0918 Mpa,0.0459 Mpa,0.0604 Mpa,0.194 Mpa,0.181 Mpa,0.109 Mpa,0.348 Mpa,0.0734 Mpa,,,10.0%,7.16%,6.23%,9.86%,11.7%,7.77%,14.8%,3.71%,,
2026-07-24 23:00:00,0.481 Mpa,0.809 Mpa,0.0772 Mpa,0.820 Mpa,0.0820 Mpa,0.252 Mpa,0.196 Mpa,0.0659 Mpa,0 Mpa,,20.2%,27.9%,6.52%,27.8%,8.84%,12.1%,9.28%,4.20%,2.80%,
2026-07-25 01:00:00,0.699 Mpa,0.109 Mpa,0.0344 Mpa,0.108 Mpa,0.273 Mpa,0.0942 Mpa,0.125 Mpa,0.0892 Mpa,0.0316 Mpa,0.00260 Mpa,26.1%,7.69%,4.55%,7.47%,13.8%,6.91%,7.14%,4.49%,3.92%,2.59%
2026-07-25 03:00:00,0.510 Mpa,0.0540 Mpa,0.117 Mpa,,0.161 Mpa,0.0905 Mpa,0.235 Mpa,0.0750 Mpa,0.0916 Mpa,0.113 Mpa,28.5%,5.86%,8.38%,,11.6%,6.62%,9.21%,6.99%,6.72%,5.94%
2026-07-25 05:00:00,0.797 Mpa,0.0581 Mpa,0.0823 Mpa,,0.0900 Mpa,0.175 Mpa,0.151 Mpa,0.101 Mpa,0.0571 Mpa,0.104 Mpa,37.1%,5.24%,7.22%,,9.91%,9.88%,7.90%,6.72%,5.74%,4.48%
2026-07-25 07:00:00,0.208 Mpa,0.130 Mpa,0.105 Mpa,,0.0744 Mpa,0.0525 Mpa,0.0444 Mpa,0.0431 Mpa,0.0751 Mpa,0.125 Mpa,13.2%,8.70%,7.71%,,10.0%,5.96%,5.06%,3.43%,6.14%,7.10%
2026-07-25 09:00:00,0.683 Mpa,0.0356 Mpa,0.0179 Mpa,0.0256 Mpa,0.0499 Mpa,0.158 Mpa,0.215 Mpa,0.906 Mpa,0.0200 Mpa,0.0833 Mpa,27.3%,6.37%,4.71%,4.45%,8.07%,8.39%,9.75%,28.0%,7.29%,5.93%
2026-07-25 11:00:00,0.267 Mpa,0.00472 Mpa,0.0437 Mpa,,0.457 Mpa,0.324 Mpa,0.287 Mpa,0.0515 Mpa,0.0731 Mpa,0.00582 Mpa,15.8%,4.93%,5.28%,,18.5%,13.3%,12.3%,2.89%,10.0%,9.61%
2026-07-25 13:00:00,0.647 Mpa,0.0463 Mpa,0.0559 Mpa,,0.788 Mpa,0.235 Mpa,0.310 Mpa,0.0317 Mpa,0.0310 Mpa,0.00409 Mpa,24.5%,6.31%,5.58%,,38.9%,10.6%,13.3%,2.52%,5.14%,3.29%
2026-07-25 15:00:00,0.361 Mpa,0.0375 Mpa,0.00704 Mpa,0.00539 Mpa,0.336 Mpa,0.201 Mpa,0.489 Mpa,0.318 Mpa,0.766 Mpa,0.0358 Mpa,17.5%,6.47%,3.54%,4.24%,17.6%,8.81%,16.9%,11.2%,26.5%,4.25%
2026-07-25 17:00:00,0.110 Mpa,0.0538 Mpa,0.0730 Mpa,,0.537 Mpa,0.141 Mpa,0.167 Mpa,0.0371 Mpa,0.179 Mpa,0.0280 Mpa,10.5%,5.46%,6.34%,,23.9%,7.93%,8.70%,2.29%,9.69%,2.19%
2026-07-25 19:00:00,0.195 Mpa,0.0208 Mpa,0.0244 Mpa,,0.477 Mpa,0.269 Mpa,0.261 Mpa,0.0172 Mpa,0.330 Mpa,0.102 Mpa,12.6%,4.05%,5.08%,,20.8%,11.8%,11.9%,1.62%,14.2%,14.3%
2026-07-25 21:00:00,0.174 Mpa,0.0551 Mpa,0.185 Mpa,,0.149 Mpa,0.136 Mpa,0.334 Mpa,0.0582 Mpa,0.214 Mpa,0.0324 Mpa,13.8%,5.87%,9.57%,,11.6%,7.64%,12.4%,3.02%,11.0%,2.44%
