"Time","P_BW - I38","P_BW - I39","P_BW - I40","P_BW - I41","P_BW - I42","P_BW - I43","P_BW - I44","P_BW - I47","P_BW - I48","%BW - I38","%BW - I39","%BW - I40","%BW - I41","%BW - I42","%BW - I43","%BW - I44","%BW - I47","%BW - I48"
2026-07-28 21:00:00,0.0704 Mpa,,,0.243 Mpa,0.167 Mpa,,0.273 Mpa,,0.169 Mpa,1.69%,,,1.71%,4.39%,,5.51%,,1.66%
2026-07-28 23:00:00,0.142 Mpa,,,0.282 Mpa,0.560 Mpa,,0.222 Mpa,,0.241 Mpa,4.15%,,,3.38%,16.8%,,5.12%,,3.55%
2026-07-29 01:00:00,0.1000 Mpa,,,0.303 Mpa,0.0411 Mpa,,0.282 Mpa,,0.318 Mpa,2.59%,,,3.70%,0%,,8.41%,,5.34%
2026-07-29 03:00:00,0.191 Mpa,,,0.254 Mpa,0.197 Mpa,,0.234 Mpa,,0.348 Mpa,5.38%,,,2.37%,4.73%,,7.52%,,5.51%
2026-07-29 05:00:00,0.223 Mpa,,,0.195 Mpa,0.159 Mpa,,0.200 Mpa,,0.234 Mpa,5.67%,,,1.95%,4.19%,,6.47%,,2.90%
2026-07-29 07:00:00,0.147 Mpa,,,0.271 Mpa,0.0619 Mpa,,0.222 Mpa,,0.367 Mpa,3.88%,,,3.82%,1.31%,,6.15%,,6.38%
2026-07-29 09:00:00,0.101 Mpa,,,0.348 Mpa,0.155 Mpa,,0.243 Mpa,,0.348 Mpa,3.59%,,,5.25%,3.59%,,5.74%,,6.02%
2026-07-29 11:00:00,0.183 Mpa,,,0.329 Mpa,0.146 Mpa,,0.434 Mpa,,0.414 Mpa,5.33%,,,4.73%,3.87%,,11.9%,,7.90%
2026-07-29 13:00:00,0.162 Mpa,,0.00471 Mpa,0.267 Mpa,0.0370 Mpa,,0.360 Mpa,,0.325 Mpa,6.75%,,0%,3.71%,0.772%,,10.3%,,5.31%
2026-07-29 15:00:00,0.258 Mpa,0 Mpa,0.0156 Mpa,0.280 Mpa,0.0179 Mpa,,0.274 Mpa,,0.249 Mpa,12.0%,0%,0.528%,4.03%,0.200%,,6.99%,,3.47%
2026-07-29 17:00:00,0.187 Mpa,0.407 Mpa,0.00125 Mpa,0.370 Mpa,0.208 Mpa,,0.154 Mpa,,0.171 Mpa,7.09%,10.7%,0%,6.01%,5.94%,,5.05%,,1.72%
2026-07-29 19:00:00,0.0877 Mpa,,0.498 Mpa,0.266 Mpa,0.163 Mpa,,0.195 Mpa,,0.208 Mpa,2.99%,,12.5%,2.62%,4.96%,,5.63%,,2.36%
2026-07-29 21:00:00,0.0696 Mpa,,0.00657 Mpa,0.277 Mpa,0.272 Mpa,,0.226 Mpa,,0.193 Mpa,3.04%,,0%,3.11%,7.66%,,6.38%,,2.03%
2026-07-29 23:00:00,0.00715 Mpa,,0.135 Mpa,0.243 Mpa,0.182 Mpa,,0.259 Mpa,,0.339 Mpa,2.76%,,3.10%,2.12%,4%,,7.73%,,6.07%
2026-07-30 01:00:00,0.0297 Mpa,,0.126 Mpa,0.293 Mpa,0.263 Mpa,,0.314 Mpa,,0.334 Mpa,2.63%,,2.09%,3.78%,7.71%,,7.69%,,5.88%
2026-07-30 03:00:00,0.173 Mpa,,0.123 Mpa,0.273 Mpa,0.139 Mpa,,0.197 Mpa,,0.557 Mpa,5.98%,,2.58%,3.32%,3.20%,,4.12%,,11.4%
2026-07-30 05:00:00,0.141 Mpa,,0.118 Mpa,0.206 Mpa,0.172 Mpa,,0.210 Mpa,,0.194 Mpa,3.50%,,2.53%,1.67%,4.44%,,7.79%,,2.90%
2026-07-30 07:00:00,0.0782 Mpa,,0.331 Mpa,0.287 Mpa,0.0416 Mpa,,0.249 Mpa,,0.451 Mpa,3.05%,,8.13%,3.59%,1.08%,,7.04%,,8.28%
2026-07-30 09:00:00,0.168 Mpa,0.241 Mpa,0.111 Mpa,0.252 Mpa,0.135 Mpa,,0.225 Mpa,,0.294 Mpa,5.48%,17.4%,2.88%,4.18%,3.50%,,6.52%,,4.09%
2026-07-30 11:00:00,0.138 Mpa,,0.0552 Mpa,0.208 Mpa,0.0401 Mpa,,0.354 Mpa,,0.653 Mpa,5.08%,,1.03%,2.98%,0.274%,,9.52%,,13.7%
2026-07-30 13:00:00,0.117 Mpa,0.00991 Mpa,0.0561 Mpa,0.207 Mpa,0.280 Mpa,,0.546 Mpa,,0.231 Mpa,4.49%,0.00354%,0.797%,3.00%,6.89%,,14.8%,,2.68%
2026-07-30 15:00:00,0.0929 Mpa,0.00317 Mpa,0.0816 Mpa,0.186 Mpa,0.136 Mpa,,0.471 Mpa,,0.217 Mpa,2.51%,1.47%,1.42%,2.49%,3.18%,,13.1%,,2.32%
2026-07-30 17:00:00,0.240 Mpa,0.150 Mpa,0.187 Mpa,0.265 Mpa,0.0410 Mpa,,0.212 Mpa,,0.157 Mpa,8.42%,6.88%,4.42%,4.63%,1.49%,,7.61%,,1.23%
2026-07-30 19:00:00,0.154 Mpa,0.0854 Mpa,0.0721 Mpa,0.213 Mpa,0.0274 Mpa,,0.173 Mpa,,0.172 Mpa,5.23%,4.73%,1.04%,2.85%,0.539%,,5.75%,,1.20%
2026-07-30 21:00:00,0.108 Mpa,0.166 Mpa,0.226 Mpa,0.343 Mpa,0.0412 Mpa,,0.283 Mpa,,0.410 Mpa,4.13%,9.07%,5.20%,6.87%,0.992%,,9.03%,,7.13%
2026-07-30 23:00:00,0.562 Mpa,0.0185 Mpa,0.0777 Mpa,0.100 Mpa,0.151 Mpa,,0.175 Mpa,,0.427 Mpa,15.5%,3.75%,0.666%,0.903%,4.62%,,4.54%,,7.67%
2026-07-31 01:00:00,0.123 Mpa,0.00581 Mpa,0.0335 Mpa,0.289 Mpa,0.0502 Mpa,,0.0966 Mpa,,0.315 Mpa,3.72%,9.82%,0.365%,4.93%,0.365%,,3.50%,,5.22%
2026-07-31 03:00:00,0.146 Mpa,0.182 Mpa,0.0825 Mpa,0.266 Mpa,0.0529 Mpa,,0.164 Mpa,,0.286 Mpa,4.20%,9.56%,1.11%,4.32%,1.12%,,5.20%,,4.03%
2026-07-31 05:00:00,0.120 Mpa,0.103 Mpa,0.151 Mpa,0.134 Mpa,0.0769 Mpa,,0.198 Mpa,,0.215 Mpa,3.44%,9.87%,3.12%,0.815%,1.83%,,6.51%,,2.57%
2026-07-31 07:00:00,0.135 Mpa,0.138 Mpa,0.292 Mpa,0.377 Mpa,0.143 Mpa,,0.257 Mpa,,0.268 Mpa,4.35%,12.0%,7.85%,7.22%,4.15%,,7.49%,,3.68%
2026-07-31 09:00:00,0.0695 Mpa,0 Mpa,0.353 Mpa,0.0587 Mpa,0.0263 Mpa,,0.310 Mpa,,0.265 Mpa,3.14%,9.14%,9.28%,0.0102%,0.483%,,8.78%,,3.49%
2026-07-31 11:00:00,0.174 Mpa,0.247 Mpa,0.365 Mpa,0.176 Mpa,0.123 Mpa,,0.229 Mpa,,0.182 Mpa,7.05%,11.8%,9.66%,1.89%,3.56%,,5.97%,,1.28%
2026-07-31 13:00:00,0.000700 Mpa,0.132 Mpa,0.194 Mpa,0.305 Mpa,0.137 Mpa,,0.398 Mpa,,0.188 Mpa,2.60%,10.8%,4.88%,5.93%,3.02%,,9.42%,,1.40%
2026-07-31 15:00:00,,0.135 Mpa,0.240 Mpa,0.182 Mpa,0.0695 Mpa,,0.318 Mpa,,0.447 Mpa,,11.2%,7.46%,2.44%,1.59%,,8.10%,,8.53%
2026-07-31 17:00:00,,0.0638 Mpa,0.128 Mpa,0.347 Mpa,0.192 Mpa,,0.336 Mpa,,0.215 Mpa,,7.06%,2.64%,7.41%,5.09%,,9.45%,,2.41%
2026-07-31 19:00:00,,0.283 Mpa,0.338 Mpa,0.186 Mpa,0.177 Mpa,,0.277 Mpa,,0.265 Mpa,,11.3%,9.12%,2.39%,4.88%,,8.60%,,3.51%
2026-07-31 21:00:00,,0.188 Mpa,0.174 Mpa,0.208 Mpa,0.0827 Mpa,,0.251 Mpa,,0.204 Mpa,,8.70%,4.46%,2.77%,1.57%,,5.97%,,2.23%
2026-07-31 23:00:00,,0.116 Mpa,0.240 Mpa,0.130 Mpa,0.0551 Mpa,,0.149 Mpa,,0.162 Mpa,,7.65%,6.06%,1.19%,1.17%,,4.90%,,1.56%
2026-08-01 01:00:00,,0.257 Mpa,0.529 Mpa,0.260 Mpa,0.0153 Mpa,,0.180 Mpa,,0.307 Mpa,,11.4%,14.1%,4.35%,0.0358%,,5.28%,,4.67%
2026-08-01 03:00:00,,0.555 Mpa,0.0866 Mpa,0.150 Mpa,0.192 Mpa,,0.587 Mpa,,0.321 Mpa,,20.7%,1.42%,1.66%,5.61%,,16.6%,,4.86%
2026-08-01 05:00:00,,0.118 Mpa,0.128 Mpa,0.186 Mpa,0.241 Mpa,,0.202 Mpa,,0.215 Mpa,,8.14%,2.35%,1.89%,6.41%,,5.48%,,3.02%
2026-08-01 07:00:00,,0.142 Mpa,0.0900 Mpa,0.234 Mpa,0.000196 Mpa,,0.271 Mpa,,0.149 Mpa,,6.06%,1.63%,2.93%,0.000935%,,6.31%,,0.578%
2026-08-01 09:00:00,,0.111 Mpa,0.0648 Mpa,0.211 Mpa,0.0898 Mpa,,0.334 Mpa,,0.225 Mpa,,7.28%,0.845%,3.37%,1.85%,,7.71%,,2.79%
2026-08-01 11:00:00,,0.175 Mpa,0.159 Mpa,0.300 Mpa,0.144 Mpa,,0.245 Mpa,,0.169 Mpa,,8.04%,3.42%,6.15%,4.95%,,6.08%,,1.22%
2026-08-01 13:00:00,,0.0389 Mpa,0.130 Mpa,0.287 Mpa,0.0279 Mpa,,0.310 Mpa,,0.205 Mpa,,3.92%,2.50%,5.17%,0.294%,,6.16%,,2.29%
2026-08-01 15:00:00,,0.193 Mpa,0.106 Mpa,0.120 Mpa,0.132 Mpa,,0.345 Mpa,,0.278 Mpa,,12.6%,1.68%,1.28%,3.23%,,8.09%,,4.08%
2026-08-01 17:00:00,,0.131 Mpa,0.117 Mpa,0.0808 Mpa,0.0907 Mpa,,0.254 Mpa,,0.245 Mpa,,8.95%,2.36%,0.545%,2.15%,,7.32%,,3.52%
2026-08-01 19:00:00,,0.0582 Mpa,0.101 Mpa,0.364 Mpa,0.110 Mpa,,0.199 Mpa,,0.219 Mpa,,10.4%,1.68%,6.73%,2.86%,,5.27%,,2.32%
2026-08-01 21:00:00,0.0248 Mpa,0.208 Mpa,0.123 Mpa,0.220 Mpa,0.0491 Mpa,,0.395 Mpa,,0.195 Mpa,2.24%,11.7%,2.22%,2.50%,1.41%,,11.4%,,1.71%
2026-08-01 23:00:00,0.00663 Mpa,0.167 Mpa,0.0790 Mpa,0.243 Mpa,0.287 Mpa,,0.339 Mpa,,0.174 Mpa,2.64%,9.81%,1.24%,3.39%,7.89%,,11.2%,,1.47%
2026-08-02 01:00:00,0.115 Mpa,0.221 Mpa,0.0931 Mpa,0.160 Mpa,0.0584 Mpa,,0.263 Mpa,,0.114 Mpa,4.24%,10.7%,1.65%,1.54%,0.828%,,6.16%,,0.375%
2026-08-02 03:00:00,0.125 Mpa,0.149 Mpa,0.109 Mpa,0.114 Mpa,0.107 Mpa,,0.321 Mpa,,0.216 Mpa,3.30%,9.65%,2.16%,0.596%,2.60%,,9.68%,,2.22%
2026-08-02 05:00:00,0.0999 Mpa,0.142 Mpa,0.129 Mpa,0.447 Mpa,0.113 Mpa,,0.303 Mpa,,0.343 Mpa,3.55%,8.76%,4.44%,9.22%,2.56%,,9.28%,,5.98%
2026-08-02 07:00:00,0.0873 Mpa,0.108 Mpa,0.223 Mpa,0.246 Mpa,0.0615 Mpa,,0.374 Mpa,,0.285 Mpa,3.57%,8.58%,5.46%,3.67%,1.71%,,9.26%,,4.54%
2026-08-02 09:00:00,0.135 Mpa,0.125 Mpa,0.0677 Mpa,0.266 Mpa,0.320 Mpa,,0.415 Mpa,,0.261 Mpa,4.58%,7.31%,1.03%,4.31%,8.45%,,9.94%,,3.84%
2026-08-02 11:00:00,0.308 Mpa,0.0975 Mpa,0.128 Mpa,0.232 Mpa,0.233 Mpa,,0.272 Mpa,,0.255 Mpa,8.63%,4.90%,2.52%,3.07%,6.42%,,6.32%,,4.11%
2026-08-02 13:00:00,0.326 Mpa,0.0661 Mpa,0.137 Mpa,0.437 Mpa,0.245 Mpa,,0.277 Mpa,,0.231 Mpa,9.59%,4.86%,2.75%,8.25%,7.02%,,7.26%,,3.04%
2026-08-02 15:00:00,0.247 Mpa,0.134 Mpa,0.118 Mpa,0.390 Mpa,0.309 Mpa,,0.188 Mpa,,0.223 Mpa,7.35%,7.90%,2.32%,6.41%,8.21%,,3.03%,,3.59%
2026-08-02 17:00:00,0.251 Mpa,0.124 Mpa,0.126 Mpa,0.309 Mpa,0.118 Mpa,,0.213 Mpa,,0.479 Mpa,7.29%,7.45%,2.81%,4.19%,3.02%,,7.48%,,10.3%
2026-08-02 19:00:00,0.0280 Mpa,0.105 Mpa,0.124 Mpa,0.196 Mpa,0.253 Mpa,,0.291 Mpa,,0.143 Mpa,2.17%,6.95%,2.32%,0.969%,7.17%,,8.17%,,0.488%
2026-08-02 21:00:00,0.192 Mpa,0.140 Mpa,0.148 Mpa,0.443 Mpa,0.116 Mpa,,0.329 Mpa,,0.339 Mpa,5.85%,10.3%,3.11%,8.02%,2.67%,,10.0%,,5.65%
2026-08-02 23:00:00,0.308 Mpa,0.174 Mpa,0.121 Mpa,0.140 Mpa,0.152 Mpa,0.0716 Mpa,0.220 Mpa,,0.0537 Mpa,7.94%,11.7%,2.33%,0.735%,4.51%,0.796%,7.69%,,0%
2026-08-03 01:00:00,0.275 Mpa,0.110 Mpa,0.102 Mpa,0.188 Mpa,0.0180 Mpa,0.0852 Mpa,0.275 Mpa,,0.218 Mpa,7.27%,13.4%,1.84%,1.73%,0.257%,1.26%,8.83%,,2.59%
2026-08-03 03:00:00,0.301 Mpa,0.0775 Mpa,0.162 Mpa,0.160 Mpa,0.0845 Mpa,,0.0998 Mpa,,0.208 Mpa,8.65%,9.24%,3.47%,0.876%,1.77%,,2.60%,,2.25%
2026-08-03 05:00:00,0.337 Mpa,0.175 Mpa,0.118 Mpa,0.306 Mpa,0.000174 Mpa,,0.270 Mpa,,0.188 Mpa,8.85%,9.25%,2.15%,4.34%,0.751%,,6.64%,,1.53%
2026-08-03 07:00:00,0.0910 Mpa,0.108 Mpa,0.107 Mpa,0.725 Mpa,0.0203 Mpa,0.0951 Mpa,0.264 Mpa,,0.270 Mpa,2.81%,7.87%,1.65%,15.8%,0.590%,2.51%,7.44%,,3.94%
2026-08-03 09:00:00,0.251 Mpa,0.200 Mpa,0.151 Mpa,0.327 Mpa,0.0704 Mpa,,0.224 Mpa,,0.313 Mpa,7.72%,8.32%,3.07%,4.76%,2.04%,,5.74%,,5.03%
2026-08-03 11:00:00,0.243 Mpa,0.175 Mpa,0.123 Mpa,0.241 Mpa,0.0170 Mpa,,0.304 Mpa,,0.265 Mpa,7.00%,10.0%,2.19%,2.57%,0%,,8.27%,,4.01%
2026-08-03 13:00:00,0.160 Mpa,0.162 Mpa,0.0963 Mpa,0.305 Mpa,0.00189 Mpa,0.0960 Mpa,0.300 Mpa,,0.191 Mpa,4.91%,8.15%,2.16%,4.45%,0%,2.67%,8.38%,,2.41%
2026-08-03 15:00:00,0.205 Mpa,0.201 Mpa,0.0955 Mpa,0.206 Mpa,0.0527 Mpa,0.0963 Mpa,0.293 Mpa,,0.212 Mpa,5.68%,7.38%,1.34%,2.14%,0.897%,0.408%,6.58%,,2.85%
2026-08-03 17:00:00,0.111 Mpa,0.171 Mpa,0.116 Mpa,0.228 Mpa,0.188 Mpa,,0.228 Mpa,,0.236 Mpa,3.88%,9.73%,2.39%,2.41%,4.81%,,5.89%,,3.41%
2026-08-03 19:00:00,0.136 Mpa,0.175 Mpa,0.106 Mpa,0.167 Mpa,0.192 Mpa,,0.325 Mpa,,0.218 Mpa,4.55%,13.5%,2.40%,0.921%,5.29%,,10.5%,,2.14%
2026-08-03 21:00:00,0.118 Mpa,0.142 Mpa,0.151 Mpa,0.140 Mpa,,0.226 Mpa,0.221 Mpa,,0.282 Mpa,3.96%,10.6%,4.15%,0.00333%,,3.14%,6.05%,,3.81%
2026-08-03 23:00:00,0.217 Mpa,0.131 Mpa,0.114 Mpa,0.248 Mpa,3.13 Mpa,0.183 Mpa,0.201 Mpa,,0.143 Mpa,6.58%,11.0%,3.00%,3.07%,91.3%,3.87%,7.53%,,0.927%
2026-08-04 01:00:00,0.170 Mpa,0.285 Mpa,0.0818 Mpa,0.204 Mpa,,0.0985 Mpa,0.238 Mpa,,0.162 Mpa,4.41%,13.3%,2.24%,2.11%,,1.56%,9.40%,,1.51%
2026-08-04 03:00:00,0.173 Mpa,0.0525 Mpa,0.0759 Mpa,0.289 Mpa,,0.0946 Mpa,0.206 Mpa,,0.174 Mpa,5.05%,4.72%,2.62%,4.15%,,1.10%,6.84%,,1.44%
2026-08-04 05:00:00,0.131 Mpa,0.187 Mpa,0.125 Mpa,0.286 Mpa,0.00329 Mpa,,0.273 Mpa,,0.157 Mpa,3.52%,7.49%,3.19%,4.35%,0%,,9.90%,,1.27%
2026-08-04 07:00:00,0.243 Mpa,0.276 Mpa,0.267 Mpa,0.245 Mpa,0.124 Mpa,0.0908 Mpa,0.462 Mpa,,0.171 Mpa,6.46%,9.79%,7.68%,2.73%,3.35%,1.28%,12.1%,,1.44%
2026-08-04 09:00:00,0.321 Mpa,0.250 Mpa,0.195 Mpa,0.283 Mpa,0.0962 Mpa,0.0709 Mpa,0.406 Mpa,,0.205 Mpa,8.79%,9.31%,4.66%,3.48%,1.51%,0.752%,10.9%,,1.89%
2026-08-04 11:00:00,0.172 Mpa,0.176 Mpa,0.157 Mpa,0.309 Mpa,0.0494 Mpa,,0.247 Mpa,,0.169 Mpa,5.64%,8.97%,3.73%,4.90%,0.677%,,6.12%,,1.49%
2026-08-04 13:00:00,0.256 Mpa,0.125 Mpa,0.108 Mpa,0.427 Mpa,0.106 Mpa,,0.272 Mpa,,0.150 Mpa,7.71%,11.6%,2.46%,8.47%,2.18%,,6.27%,,1.17%
2026-08-04 15:00:00,0.311 Mpa,0.109 Mpa,0.184 Mpa,0.320 Mpa,0.229 Mpa,,0.251 Mpa,,0.144 Mpa,8.46%,7.24%,4.52%,4.89%,6.17%,,5.88%,,0.724%
2026-08-04 17:00:00,0.241 Mpa,0.380 Mpa,0.174 Mpa,0.247 Mpa,,,0.310 Mpa,,0.239 Mpa,6.27%,18.0%,3.96%,2.81%,,,9.30%,,3.35%
2026-08-04 19:00:00,0.0548 Mpa,0.164 Mpa,0.103 Mpa,0.235 Mpa,0.0339 Mpa,,0.205 Mpa,,0.219 Mpa,1.91%,8.88%,1.43%,2.69%,0.0431%,,4.41%,,2.81%
2026-08-04 21:00:00,0.287 Mpa,0.168 Mpa,0.113 Mpa,0.703 Mpa,0.0682 Mpa,0.0717 Mpa,0.313 Mpa,,0.212 Mpa,8.45%,6.08%,1.77%,15.9%,0.932%,0.367%,8.10%,,2.76%
2026-08-04 23:00:00,0.217 Mpa,0.171 Mpa,0.124 Mpa,0.207 Mpa,0.175 Mpa,,0.159 Mpa,,0.226 Mpa,5.70%,10.2%,2.31%,1.61%,4.20%,,6.21%,,2.59%
2026-08-05 01:00:00,0.161 Mpa,0.164 Mpa,0.102 Mpa,0.339 Mpa,0.105 Mpa,,0.360 Mpa,,0.130 Mpa,5.32%,9.48%,1.56%,4.66%,1.92%,,11.3%,,1.04%
2026-08-05 03:00:00,0.187 Mpa,0.0404 Mpa,0.231 Mpa,0.281 Mpa,0.0742 Mpa,,0.226 Mpa,,0.245 Mpa,5.43%,6.04%,5.46%,3.35%,1.23%,,6.14%,,4.42%
2026-08-05 05:00:00,0.0823 Mpa,0.0758 Mpa,0.207 Mpa,0.240 Mpa,0.152 Mpa,,0.278 Mpa,,0.113 Mpa,2.87%,3.21%,5.28%,2.98%,3.38%,,6.68%,,1.11%
2026-08-05 07:00:00,0.0908 Mpa,0.00695 Mpa,0.0838 Mpa,0.261 Mpa,0.283 Mpa,,0.266 Mpa,,0.192 Mpa,3.71%,20.2%,1.56%,2.99%,7.43%,,7.68%,,2.23%
2026-08-05 09:00:00,0 Mpa,0.0718 Mpa,0.200 Mpa,0.176 Mpa,0.117 Mpa,0.0800 Mpa,0.259 Mpa,,0.701 Mpa,1.17%,10.1%,5.49%,1.12%,2.48%,0%,6.59%,,14.6%
2026-08-05 11:00:00,0.0175 Mpa,0.0546 Mpa,0.114 Mpa,0.190 Mpa,0.118 Mpa,0.0713 Mpa,0.499 Mpa,,0.566 Mpa,0.638%,2.13%,2.66%,1.90%,2.51%,0%,13.3%,,11.6%
2026-08-05 13:00:00,0.0712 Mpa,0.118 Mpa,0.0673 Mpa,0.273 Mpa,0.489 Mpa,,0.273 Mpa,,0.184 Mpa,1.90%,5.26%,0.906%,3.54%,13.7%,,6.56%,,1.39%
2026-08-05 15:00:00,0.107 Mpa,0.0992 Mpa,0.187 Mpa,0.284 Mpa,0.0829 Mpa,0.110 Mpa,0.304 Mpa,,0.415 Mpa,3.90%,4.76%,5.42%,4.20%,1.46%,1.11%,8.14%,,7.60%
2026-08-05 17:00:00,0.109 Mpa,0.134 Mpa,0.183 Mpa,0.281 Mpa,0.277 Mpa,,0.220 Mpa,,0.288 Mpa,3.68%,5.50%,4.17%,3.88%,7.22%,,5.97%,,4.69%
2026-08-05 19:00:00,0.0834 Mpa,0.129 Mpa,0.121 Mpa,0.306 Mpa,0.211 Mpa,,0.217 Mpa,,0.210 Mpa,2.24%,4.35%,2.18%,4.01%,5.17%,,4.71%,,2.77%
2026-08-05 21:00:00,0.0752 Mpa,0.146 Mpa,0.111 Mpa,0.255 Mpa,0.150 Mpa,0.185 Mpa,0.302 Mpa,,0.396 Mpa,3.52%,6.51%,1.88%,2.74%,3.48%,3.04%,6.34%,,8.68%
2026-08-05 23:00:00,0.307 Mpa,0.133 Mpa,0.0955 Mpa,0.250 Mpa,0.129 Mpa,0.0959 Mpa,0.311 Mpa,,0.285 Mpa,9.24%,6.45%,1.30%,2.67%,3.08%,2.45%,7.97%,,5.85%
2026-08-06 01:00:00,0.118 Mpa,0.269 Mpa,0.146 Mpa,0.295 Mpa,0.0676 Mpa,0.308 Mpa,0.220 Mpa,,0.0508 Mpa,3.23%,11.5%,3.08%,4.35%,0.860%,5.82%,5.23%,,0%
2026-08-06 03:00:00,0.259 Mpa,0.152 Mpa,0.242 Mpa,0.250 Mpa,0.157 Mpa,0.103 Mpa,0.191 Mpa,,0.323 Mpa,7.38%,5.43%,5.86%,2.47%,3.36%,0.176%,5.58%,,6.45%
2026-08-06 05:00:00,0.356 Mpa,0.148 Mpa,0.122 Mpa,0.457 Mpa,0.170 Mpa,0.0720 Mpa,0.210 Mpa,,0.429 Mpa,11.2%,6.14%,2.49%,8.55%,3.83%,0%,6.48%,,8.40%
2026-08-06 07:00:00,0.147 Mpa,0.132 Mpa,0.0937 Mpa,0.314 Mpa,0.178 Mpa,0.119 Mpa,0.135 Mpa,,0.216 Mpa,3.81%,9.11%,1.60%,4.54%,4.12%,1.16%,4.61%,,2.07%
2026-08-06 09:00:00,0.153 Mpa,0.113 Mpa,0.222 Mpa,0.328 Mpa,0.284 Mpa,0.0857 Mpa,0.371 Mpa,,0.246 Mpa,4.08%,9.10%,5.62%,5.23%,7.41%,0.167%,8.56%,,2.99%
2026-08-06 11:00:00,0.208 Mpa,0.111 Mpa,0.139 Mpa,0.380 Mpa,0.170 Mpa,0.304 Mpa,0.245 Mpa,0.120 Mpa,0.615 Mpa,6.39%,8.13%,2.97%,6.74%,3.94%,7.14%,7.21%,2.80%,12.9%
2026-08-06 13:00:00,0.112 Mpa,0.133 Mpa,0.563 Mpa,0.375 Mpa,0.250 Mpa,0.219 Mpa,0.253 Mpa,,0.234 Mpa,3.53%,9.16%,15.1%,6.48%,6.29%,4.24%,6.34%,,3.42%
2026-08-06 15:00:00,0.0699 Mpa,0.0965 Mpa,0.197 Mpa,0.232 Mpa,0.149 Mpa,0.231 Mpa,0.196 Mpa,,0.467 Mpa,2.43%,9.06%,4.59%,2.82%,4.00%,5.31%,4.95%,,8.99%
2026-08-06 17:00:00,0.0897 Mpa,0.108 Mpa,0.0885 Mpa,0.254 Mpa,0.159 Mpa,0.188 Mpa,0.253 Mpa,,0.209 Mpa,3.40%,7.96%,1.55%,3.61%,4.19%,4.70%,6.76%,,2.87%
2026-08-06 19:00:00,0.0616 Mpa,0.0560 Mpa,0.171 Mpa,0.217 Mpa,0.508 Mpa,0.218 Mpa,0.230 Mpa,,0.533 Mpa,1.69%,6.03%,3.95%,2.08%,14.8%,5.03%,5.20%,,11.0%
2026-08-06 21:00:00,0.0894 Mpa,0.0720 Mpa,0.170 Mpa,0.229 Mpa,0.154 Mpa,0.145 Mpa,0.270 Mpa,,0.134 Mpa,2.60%,8.27%,4.10%,2.34%,4.19%,3.11%,6.20%,,1.45%
2026-08-06 23:00:00,0.113 Mpa,0.356 Mpa,0.201 Mpa,0.279 Mpa,0.115 Mpa,0.162 Mpa,0.240 Mpa,,,3.73%,14.5%,5.27%,3.84%,2.92%,3.34%,6.19%,,
2026-08-07 01:00:00,0.178 Mpa,0.144 Mpa,0.172 Mpa,0.284 Mpa,0.203 Mpa,0.114 Mpa,0.238 Mpa,,0.204 Mpa,4.84%,11.1%,4.40%,3.91%,5.57%,1.54%,6.73%,,3.52%
2026-08-07 03:00:00,0.149 Mpa,0.193 Mpa,0.132 Mpa,0.284 Mpa,0.124 Mpa,0.144 Mpa,0.332 Mpa,,0.580 Mpa,4.26%,13.4%,6.53%,4.61%,3.03%,2.11%,7.70%,,11.5%
2026-08-07 05:00:00,0.143 Mpa,0.252 Mpa,0.104 Mpa,0.394 Mpa,0.180 Mpa,0.196 Mpa,0.200 Mpa,,0.232 Mpa,4.10%,11.0%,2.24%,6.96%,4.51%,3.74%,5.66%,,3.20%
2026-08-07 07:00:00,0.191 Mpa,0.205 Mpa,0.142 Mpa,0.320 Mpa,0.147 Mpa,0.232 Mpa,0.488 Mpa,,0.353 Mpa,4.89%,10.6%,3.12%,4.88%,3.63%,6.11%,12.7%,,6.07%
2026-08-07 09:00:00,0.0996 Mpa,0.218 Mpa,0.112 Mpa,0.198 Mpa,0.150 Mpa,0.247 Mpa,0.258 Mpa,,0.295 Mpa,2.48%,11.5%,2.55%,1.49%,4.42%,7.39%,6.95%,,6.22%
2026-08-07 11:00:00,0.164 Mpa,0.120 Mpa,0.0758 Mpa,0.266 Mpa,0.125 Mpa,0.329 Mpa,0.285 Mpa,,0.0534 Mpa,4.97%,8.88%,1.33%,3.81%,2.85%,8.71%,7.41%,,0%
2026-08-07 13:00:00,0.206 Mpa,0.126 Mpa,0.203 Mpa,0.216 Mpa,0.0399 Mpa,0.178 Mpa,0.237 Mpa,,0.183 Mpa,6.35%,6.94%,4.89%,2.25%,1.12%,4.28%,7.29%,,2.31%
2026-08-07 15:00:00,0.200 Mpa,0.0878 Mpa,0.135 Mpa,0.638 Mpa,0.118 Mpa,0.239 Mpa,0.289 Mpa,,0.252 Mpa,6.08%,10.0%,3.12%,13.6%,2.56%,7.40%,8.10%,,3.33%
2026-08-07 17:00:00,0.130 Mpa,0.0230 Mpa,0.146 Mpa,0.251 Mpa,0.193 Mpa,0.458 Mpa,0.248 Mpa,,0.242 Mpa,4.28%,3.31%,5.42%,3.01%,5.01%,9.22%,5.41%,,3.08%
2026-08-07 19:00:00,0.105 Mpa,0.00507 Mpa,0.134 Mpa,0.284 Mpa,0.195 Mpa,0.181 Mpa,0.202 Mpa,,0.524 Mpa,3.76%,0.0948%,3.16%,3.63%,5.21%,2.40%,5.07%,,10.4%
