"Time","P_FW - I45","P_FW - I49","P_FW - I50","P_FW - I52","P_FW - I53","P_FW - I54","P_FW - I55","P_FW - I56","P_FW - I57","P_FW - I58"
2026-08-23 04:00:00,0.0860 Mpa,0.160 Mpa,0.0552 Mpa,0.114 Mpa,0.0940 Mpa,0.126 Mpa,0.191 Mpa,0.158 Mpa,0.0827 Mpa,0.0730 Mpa
2026-08-23 07:00:00,0.256 Mpa,0.0709 Mpa,0.0253 Mpa,0.111 Mpa,0.104 Mpa,0.0911 Mpa,0.129 Mpa,0.206 Mpa,0.0786 Mpa,0.0799 Mpa
2026-08-23 10:00:00,0.208 Mpa,0.0661 Mpa,0.0720 Mpa,0.0747 Mpa,0.268 Mpa,0.118 Mpa,0.166 Mpa,0.104 Mpa,0.115 Mpa,0.0981 Mpa
2026-08-23 13:00:00,0.0699 Mpa,0.298 Mpa,0.232 Mpa,0.105 Mpa,0.0567 Mpa,0.106 Mpa,0.133 Mpa,0.215 Mpa,0.111 Mpa,0.0967 Mpa
2026-08-23 16:00:00,0.173 Mpa,0.0000154 Mpa,0.351 Mpa,0.118 Mpa,0.147 Mpa,0.193 Mpa,0.172 Mpa,0.159 Mpa,0.0353 Mpa,0.0138 Mpa
2026-08-23 19:00:00,0.110 Mpa,0.164 Mpa,0.566 Mpa,0.00712 Mpa,0.304 Mpa,0.326 Mpa,0.183 Mpa,0.280 Mpa,0.179 Mpa,0 Mpa
2026-08-23 22:00:00,0.288 Mpa,0.272 Mpa,0.376 Mpa,0.0303 Mpa,0.190 Mpa,0.0916 Mpa,0.0768 Mpa,0.0604 Mpa,0.136 Mpa,0.0739 Mpa
2026-08-24 01:00:00,0.103 Mpa,0.0431 Mpa,0.0533 Mpa,0.0603 Mpa,0.0643 Mpa,0.0928 Mpa,0.0765 Mpa,0.0755 Mpa,0.0959 Mpa,0.112 Mpa
2026-08-24 04:00:00,0.0569 Mpa,0.0861 Mpa,0.168 Mpa,0.104 Mpa,0.116 Mpa,0.109 Mpa,0.157 Mpa,0.169 Mpa,0.113 Mpa,0.0882 Mpa
2026-08-24 07:00:00,0.0475 Mpa,0.109 Mpa,0.159 Mpa,0.0768 Mpa,0.113 Mpa,0.0605 Mpa,0.134 Mpa,0.144 Mpa,0.00163 Mpa,0.0818 Mpa
2026-08-24 10:00:00,0.0996 Mpa,0.0718 Mpa,0.0847 Mpa,0.123 Mpa,0.0649 Mpa,0.283 Mpa,0.107 Mpa,0.350 Mpa,,0.0816 Mpa
2026-08-24 13:00:00,0.110 Mpa,0.0300 Mpa,0.0620 Mpa,0.0834 Mpa,0.148 Mpa,0.0505 Mpa,0.217 Mpa,0.102 Mpa,,0.0465 Mpa
2026-08-24 16:00:00,0.0953 Mpa,0.109 Mpa,0.170 Mpa,0.0514 Mpa,0.183 Mpa,0.140 Mpa,0.0872 Mpa,0.489 Mpa,0.113 Mpa,0.0538 Mpa
2026-08-24 19:00:00,0.142 Mpa,0.178 Mpa,0.0808 Mpa,0.0946 Mpa,0.187 Mpa,0.0529 Mpa,0.174 Mpa,0.138 Mpa,0.0922 Mpa,0.0642 Mpa
2026-08-24 22:00:00,0.152 Mpa,0.104 Mpa,0.0576 Mpa,0.0563 Mpa,0.121 Mpa,0.0796 Mpa,0.167 Mpa,0.122 Mpa,0.0838 Mpa,0.0447 Mpa
2026-08-25 01:00:00,0.0559 Mpa,0.148 Mpa,0.0437 Mpa,0.0899 Mpa,0.170 Mpa,0.0811 Mpa,0.0821 Mpa,0.0982 Mpa,0.0796 Mpa,0.110 Mpa
2026-08-25 04:00:00,0.0364 Mpa,0.230 Mpa,0.273 Mpa,0.0318 Mpa,0.180 Mpa,1.69 Mpa,0.146 Mpa,0.122 Mpa,0.119 Mpa,0.0991 Mpa
2026-08-25 07:00:00,0.135 Mpa,0.165 Mpa,0.270 Mpa,0.0502 Mpa,0.260 Mpa,,0.0722 Mpa,0.104 Mpa,0.118 Mpa,0.0500 Mpa
2026-08-25 10:00:00,0.274 Mpa,0.215 Mpa,0.181 Mpa,0.0576 Mpa,0.220 Mpa,0.335 Mpa,0.0591 Mpa,0.141 Mpa,0.149 Mpa,0.0557 Mpa
2026-08-25 13:00:00,0.0866 Mpa,0.112 Mpa,,0.0567 Mpa,0.151 Mpa,,0.102 Mpa,0.145 Mpa,0.0623 Mpa,0.0688 Mpa
2026-08-25 16:00:00,0.191 Mpa,0.154 Mpa,0.206 Mpa,0.119 Mpa,0.123 Mpa,,0.223 Mpa,0.0677 Mpa,0.0755 Mpa,0.0845 Mpa
2026-08-25 19:00:00,0.130 Mpa,0.0440 Mpa,0.0869 Mpa,0.0987 Mpa,0.208 Mpa,,0.268 Mpa,0.0841 Mpa,0.0473 Mpa,0.0395 Mpa
2026-08-25 22:00:00,0.212 Mpa,0.0654 Mpa,0.0973 Mpa,0.0810 Mpa,0.245 Mpa,,0.275 Mpa,0.124 Mpa,0.107 Mpa,0.0888 Mpa
2026-08-26 01:00:00,0.109 Mpa,0.0886 Mpa,0.0375 Mpa,0.119 Mpa,0.296 Mpa,,0.0895 Mpa,0.133 Mpa,0.181 Mpa,0.213 Mpa
2026-08-26 04:00:00,0.0640 Mpa,0.0672 Mpa,0.0762 Mpa,0.0524 Mpa,0.157 Mpa,,0.173 Mpa,0.0632 Mpa,0.0722 Mpa,0.146 Mpa
2026-08-26 07:00:00,0.0571 Mpa,0.211 Mpa,0.131 Mpa,0.0506 Mpa,0.157 Mpa,,0.0684 Mpa,0.102 Mpa,0.0708 Mpa,0.127 Mpa
2026-08-26 10:00:00,0.0886 Mpa,0.194 Mpa,0.276 Mpa,0.0650 Mpa,0.0876 Mpa,,0.148 Mpa,0.0827 Mpa,0.141 Mpa,0.0909 Mpa
2026-08-26 13:00:00,0.0935 Mpa,0.230 Mpa,0.203 Mpa,0.0507 Mpa,0.0997 Mpa,,0.0319 Mpa,0.112 Mpa,0.0910 Mpa,0.0781 Mpa
2026-08-26 16:00:00,0.134 Mpa,0.169 Mpa,0 Mpa,0.0798 Mpa,0.0761 Mpa,,0.0627 Mpa,0.101 Mpa,0.112 Mpa,0.0724 Mpa
2026-08-26 19:00:00,0.0265 Mpa,0.0889 Mpa,0.0904 Mpa,0.116 Mpa,0.0512 Mpa,,0.133 Mpa,0.141 Mpa,0.0288 Mpa,0.0815 Mpa
2026-08-26 22:00:00,0.166 Mpa,0.0988 Mpa,0.0710 Mpa,0.0537 Mpa,0.0701 Mpa,0.0441 Mpa,0.110 Mpa,0.109 Mpa,0.182 Mpa,0.0534 Mpa
2026-08-27 01:00:00,0.0165 Mpa,0.0940 Mpa,0.0374 Mpa,0.0678 Mpa,0.0745 Mpa,0.133 Mpa,0.271 Mpa,0.0913 Mpa,0.0624 Mpa,0.0968 Mpa
2026-08-27 04:00:00,0.0805 Mpa,0.175 Mpa,0.0903 Mpa,0.0813 Mpa,0.115 Mpa,0.0893 Mpa,0.0138 Mpa,0.135 Mpa,0.0669 Mpa,0.168 Mpa
2026-08-27 07:00:00,0.00930 Mpa,0.0920 Mpa,0.186 Mpa,0.0467 Mpa,0.106 Mpa,0.125 Mpa,0.264 Mpa,0.0616 Mpa,0.0588 Mpa,0.0785 Mpa
2026-08-27 10:00:00,0.0584 Mpa,0.184 Mpa,0.0634 Mpa,0.156 Mpa,0.136 Mpa,0.120 Mpa,0.100 Mpa,0.0744 Mpa,0.0421 Mpa,0.0613 Mpa
2026-08-27 13:00:00,0.0954 Mpa,0.242 Mpa,0.120 Mpa,0.0538 Mpa,0.0897 Mpa,,0.0840 Mpa,0.154 Mpa,0.130 Mpa,0.115 Mpa
2026-08-27 16:00:00,0.0462 Mpa,0.143 Mpa,0.0289 Mpa,0.0645 Mpa,0.144 Mpa,0.221 Mpa,0.121 Mpa,0.126 Mpa,0.0997 Mpa,0.106 Mpa
2026-08-27 19:00:00,0.0804 Mpa,0.194 Mpa,0.0449 Mpa,0.0296 Mpa,0.0828 Mpa,0.192 Mpa,0.0681 Mpa,0.0768 Mpa,0.0934 Mpa,0.104 Mpa
2026-08-27 22:00:00,0.124 Mpa,0.0878 Mpa,0.150 Mpa,0.0708 Mpa,0.0743 Mpa,0.140 Mpa,0.134 Mpa,0.0989 Mpa,0.165 Mpa,0.181 Mpa
2026-08-28 01:00:00,0.0726 Mpa,0.254 Mpa,0.0467 Mpa,0.0502 Mpa,0.0785 Mpa,0.262 Mpa,0.0674 Mpa,0.142 Mpa,0.107 Mpa,0.131 Mpa
2026-08-28 04:00:00,0.143 Mpa,0.168 Mpa,0.154 Mpa,0.0711 Mpa,0.0761 Mpa,0.127 Mpa,0.179 Mpa,0.141 Mpa,0.235 Mpa,0.169 Mpa
2026-08-28 07:00:00,0.0293 Mpa,0.0885 Mpa,0.117 Mpa,0.0455 Mpa,0 Mpa,0.175 Mpa,0.0559 Mpa,0.152 Mpa,0.204 Mpa,
2026-08-28 10:00:00,0.0395 Mpa,0.159 Mpa,0.101 Mpa,0.0574 Mpa,0.409 Mpa,0.184 Mpa,0.145 Mpa,0.209 Mpa,0.105 Mpa,
2026-08-28 13:00:00,0.0348 Mpa,0.241 Mpa,0.0861 Mpa,0.0644 Mpa,0.377 Mpa,0.271 Mpa,0.147 Mpa,0.123 Mpa,0.0708 Mpa,
2026-08-28 16:00:00,0.0692 Mpa,0.295 Mpa,0.00556 Mpa,0.0603 Mpa,0.153 Mpa,0.130 Mpa,0.111 Mpa,0.130 Mpa,0.103 Mpa,
2026-08-28 19:00:00,0.0224 Mpa,0.199 Mpa,0.0445 Mpa,0.0840 Mpa,0.135 Mpa,0.118 Mpa,0.0830 Mpa,0.0774 Mpa,0.115 Mpa,0.105 Mpa
2026-08-28 22:00:00,0.0789 Mpa,0.183 Mpa,0.529 Mpa,0.0677 Mpa,0.102 Mpa,0.0807 Mpa,0.0953 Mpa,0.122 Mpa,0.160 Mpa,0.0731 Mpa
2026-08-29 01:00:00,0.106 Mpa,0.149 Mpa,0.0906 Mpa,0.0446 Mpa,0.0415 Mpa,0.212 Mpa,0.179 Mpa,0.0632 Mpa,0.150 Mpa,0.0904 Mpa
2026-08-29 04:00:00,0.133 Mpa,0.0950 Mpa,0.109 Mpa,0.0198 Mpa,0.0800 Mpa,0.0477 Mpa,0.0386 Mpa,0.134 Mpa,0.150 Mpa,0.128 Mpa
2026-08-29 07:00:00,0.0836 Mpa,0.168 Mpa,0.0846 Mpa,0.107 Mpa,0.0993 Mpa,0.236 Mpa,0.174 Mpa,0.143 Mpa,0.0610 Mpa,0.0776 Mpa
2026-08-29 10:00:00,0.0861 Mpa,0.138 Mpa,0.0885 Mpa,0.0995 Mpa,0.190 Mpa,0.222 Mpa,0.442 Mpa,0.0783 Mpa,0.129 Mpa,0.0601 Mpa
2026-08-29 13:00:00,0.0842 Mpa,0.140 Mpa,0.0788 Mpa,0.165 Mpa,0.284 Mpa,0.0681 Mpa,0.0739 Mpa,0.0896 Mpa,0.192 Mpa,0.0661 Mpa
2026-08-29 16:00:00,0.0560 Mpa,0.00355 Mpa,0.0747 Mpa,0.149 Mpa,0.157 Mpa,0.0832 Mpa,0.0508 Mpa,0.263 Mpa,0.0782 Mpa,0.0935 Mpa
2026-08-29 19:00:00,0.0788 Mpa,0.0240 Mpa,0.463 Mpa,0.298 Mpa,0.114 Mpa,0.125 Mpa,0.0288 Mpa,0.213 Mpa,0.102 Mpa,0.133 Mpa
2026-08-29 22:00:00,0.0893 Mpa,0.207 Mpa,0.177 Mpa,0.202 Mpa,0.247 Mpa,0.195 Mpa,0.144 Mpa,0.184 Mpa,0.0457 Mpa,0.0734 Mpa
2026-08-30 01:00:00,0.0173 Mpa,0.0861 Mpa,0.117 Mpa,0.0941 Mpa,0.210 Mpa,0.0857 Mpa,0.0515 Mpa,0.0782 Mpa,0.0957 Mpa,0.230 Mpa
2026-08-30 04:00:00,0.0240 Mpa,0.110 Mpa,0.111 Mpa,0.0647 Mpa,0.456 Mpa,0.156 Mpa,0.0724 Mpa,0.150 Mpa,0.150 Mpa,0.0854 Mpa
2026-08-30 07:00:00,0.0119 Mpa,0.169 Mpa,0.293 Mpa,0.0629 Mpa,0.365 Mpa,0.125 Mpa,0.126 Mpa,0.0935 Mpa,0.0822 Mpa,0.0881 Mpa
2026-08-30 10:00:00,0.00827 Mpa,0.0741 Mpa,0.0588 Mpa,0.0417 Mpa,0.285 Mpa,0.122 Mpa,0.0783 Mpa,0.0971 Mpa,0.106 Mpa,0.112 Mpa
2026-08-30 13:00:00,0.141 Mpa,0.0125 Mpa,0.0897 Mpa,0.0494 Mpa,0.0888 Mpa,0.551 Mpa,0.104 Mpa,0.103 Mpa,0.0148 Mpa,0.0435 Mpa
2026-08-30 16:00:00,0.0618 Mpa,,0.300 Mpa,0.0637 Mpa,0.0772 Mpa,0.162 Mpa,0.0263 Mpa,0.140 Mpa,0.0757 Mpa,0.103 Mpa
2026-08-30 19:00:00,0.0865 Mpa,,0.0813 Mpa,0.126 Mpa,0.0775 Mpa,0.0330 Mpa,0.0442 Mpa,0.293 Mpa,0.217 Mpa,0.113 Mpa
2026-08-30 22:00:00,0.114 Mpa,0.0707 Mpa,0.165 Mpa,0.143 Mpa,0.0827 Mpa,0.0626 Mpa,0.0551 Mpa,0.199 Mpa,0.0620 Mpa,0.116 Mpa
2026-08-31 01:00:00,0.103 Mpa,0.153 Mpa,0.126 Mpa,0.0737 Mpa,0.0417 Mpa,0.122 Mpa,0.0722 Mpa,0.111 Mpa,0.214 Mpa,0.120 Mpa
2026-08-31 04:00:00,0.0314 Mpa,,0.0762 Mpa,0.129 Mpa,0.261 Mpa,0.132 Mpa,0.186 Mpa,0.174 Mpa,0.321 Mpa,0.270 Mpa
2026-08-31 07:00:00,0.0571 Mpa,0 Mpa,0.0817 Mpa,0.103 Mpa,0.327 Mpa,0.138 Mpa,0.142 Mpa,0.156 Mpa,0.283 Mpa,0.0832 Mpa
2026-08-31 10:00:00,0.0790 Mpa,0.000319 Mpa,0.0440 Mpa,0.0821 Mpa,0.181 Mpa,0.0913 Mpa,0.0681 Mpa,0.0910 Mpa,0.258 Mpa,0.0417 Mpa
2026-08-31 13:00:00,0.166 Mpa,,0.0729 Mpa,0.0265 Mpa,0.197 Mpa,0.0918 Mpa,0.0996 Mpa,0.200 Mpa,0.202 Mpa,0.0865 Mpa
2026-08-31 16:00:00,0.165 Mpa,,0.0908 Mpa,0.0418 Mpa,0.177 Mpa,0.106 Mpa,0.111 Mpa,0.166 Mpa,0.0558 Mpa,0.0550 Mpa
2026-08-31 19:00:00,0.0970 Mpa,0 Mpa,0.0702 Mpa,0.118 Mpa,0.172 Mpa,0.0881 Mpa,0.0677 Mpa,0.106 Mpa,0.102 Mpa,0.0476 Mpa
2026-08-31 22:00:00,0.248 Mpa,,0.352 Mpa,0.109 Mpa,0 Mpa,0.186 Mpa,0.213 Mpa,0.0548 Mpa,0.300 Mpa,0.157 Mpa
2026-09-01 01:00:00,0.106 Mpa,,,0 Mpa,,0.228 Mpa,0.289 Mpa,0.0874 Mpa,0.189 Mpa,0.0231 Mpa
2026-09-01 04:00:00,0.0709 Mpa,,0.153 Mpa,0.000974 Mpa,0.0679 Mpa,0.0110 Mpa,0.440 Mpa,0.141 Mpa,0.237 Mpa,0.0682 Mpa
2026-09-01 07:00:00,0.131 Mpa,,0.166 Mpa,0.0802 Mpa,0.0293 Mpa,0.0990 Mpa,0.602 Mpa,0.140 Mpa,0.232 Mpa,0.101 Mpa
2026-09-01 10:00:00,0.0981 Mpa,,0.0804 Mpa,0.214 Mpa,0 Mpa,0.139 Mpa,0.428 Mpa,0.126 Mpa,0.114 Mpa,0.0879 Mpa
2026-09-01 13:00:00,0.100 Mpa,,0.225 Mpa,0.200 Mpa,,0.109 Mpa,0.243 Mpa,0.108 Mpa,0.0602 Mpa,0.135 Mpa
2026-09-01 16:00:00,0.115 Mpa,,0.256 Mpa,0.196 Mpa,,0.123 Mpa,0.127 Mpa,0.161 Mpa,0.297 Mpa,0.488 Mpa
2026-09-01 19:00:00,0.00441 Mpa,,0.178 Mpa,0.0883 Mpa,,,0 Mpa,0.0240 Mpa,,0.140 Mpa
2026-09-01 22:00:00,0.113 Mpa,,0 Mpa,0.0286 Mpa,,,0.140 Mpa,0.0263 Mpa,,0.0271 Mpa
2026-09-02 01:00:00,0.197 Mpa,,0.0190 Mpa,0.0633 Mpa,,,0.0963 Mpa,0.209 Mpa,0.194 Mpa,0.275 Mpa
2026-09-02 04:00:00,0.102 Mpa,,0.175 Mpa,0.0381 Mpa,0 Mpa,,0.195 Mpa,0.0838 Mpa,0.395 Mpa,0.138 Mpa
2026-09-02 07:00:00,0.332 Mpa,,0.0560 Mpa,0.186 Mpa,,,0.101 Mpa,0.104 Mpa,0.0979 Mpa,0.0509 Mpa
2026-09-02 10:00:00,0.229 Mpa,,0.294 Mpa,0.108 Mpa,0.0664 Mpa,0.662 Mpa,0.101 Mpa,0.152 Mpa,0.0587 Mpa,0.0493 Mpa
2026-09-02 13:00:00,0.445 Mpa,0 Mpa,0.0154 Mpa,0.163 Mpa,0.0869 Mpa,0.0318 Mpa,0.353 Mpa,0.131 Mpa,0.0819 Mpa,0.112 Mpa
2026-09-02 16:00:00,0.218 Mpa,0 Mpa,0.0624 Mpa,0.128 Mpa,0.116 Mpa,0.118 Mpa,0.259 Mpa,0.139 Mpa,0.0625 Mpa,0.0854 Mpa
2026-09-02 19:00:00,0.102 Mpa,,0.0327 Mpa,0.111 Mpa,0.124 Mpa,0.113 Mpa,,0.128 Mpa,0.0619 Mpa,0.0955 Mpa
2026-09-02 22:00:00,0.0916 Mpa,0.0995 Mpa,0.179 Mpa,0.135 Mpa,0.152 Mpa,0.110 Mpa,0.196 Mpa,0.199 Mpa,0.0947 Mpa,0.0654 Mpa
2026-09-03 01:00:00,0.112 Mpa,0.00162 Mpa,0.349 Mpa,0.111 Mpa,0.147 Mpa,0.113 Mpa,0.129 Mpa,0.0827 Mpa,0.170 Mpa,0.0895 Mpa
2026-09-03 04:00:00,0.103 Mpa,0.0804 Mpa,0.124 Mpa,0.167 Mpa,0.103 Mpa,0.137 Mpa,0.0950 Mpa,0.0850 Mpa,0.0725 Mpa,0.123 Mpa
2026-09-03 07:00:00,0.0906 Mpa,0.194 Mpa,0.0204 Mpa,0.0922 Mpa,0.173 Mpa,0.267 Mpa,0.0766 Mpa,0.127 Mpa,0.0981 Mpa,0.0767 Mpa
2026-09-03 10:00:00,0.244 Mpa,0.246 Mpa,0.0493 Mpa,0.162 Mpa,0.119 Mpa,0.117 Mpa,0.0596 Mpa,0.215 Mpa,0.187 Mpa,0.118 Mpa
2026-09-03 13:00:00,0.142 Mpa,0.148 Mpa,0.105 Mpa,0.0800 Mpa,0.195 Mpa,0.138 Mpa,0.0796 Mpa,0.0872 Mpa,0.124 Mpa,0.0783 Mpa
2026-09-03 16:00:00,0.0842 Mpa,0.101 Mpa,0.0936 Mpa,0.0418 Mpa,0.0549 Mpa,0.124 Mpa,0.0914 Mpa,,0.152 Mpa,0.0779 Mpa
2026-09-03 19:00:00,0.204 Mpa,0.0818 Mpa,0.0181 Mpa,0.158 Mpa,0.0517 Mpa,0.213 Mpa,0.0908 Mpa,,0.106 Mpa,0.141 Mpa
2026-09-03 22:00:00,0.168 Mpa,0.0448 Mpa,0.0502 Mpa,0.0432 Mpa,0.0523 Mpa,0.0655 Mpa,0.129 Mpa,0.196 Mpa,0.0928 Mpa,0.0563 Mpa
2026-09-04 01:00:00,0.305 Mpa,0.150 Mpa,0.0265 Mpa,0.229 Mpa,0.160 Mpa,0.133 Mpa,0.0705 Mpa,0.00225 Mpa,0.0878 Mpa,0.0732 Mpa
2026-09-04 04:00:00,0.0880 Mpa,0.105 Mpa,0.0128 Mpa,0.104 Mpa,0.0766 Mpa,0.146 Mpa,0.104 Mpa,,0.0848 Mpa,0.240 Mpa
2026-09-04 07:00:00,0.0558 Mpa,0.123 Mpa,0.168 Mpa,0.197 Mpa,0.0888 Mpa,0.119 Mpa,0.0907 Mpa,,0.0732 Mpa,0.171 Mpa
2026-09-04 10:00:00,0.137 Mpa,0.136 Mpa,0.112 Mpa,0.0568 Mpa,0.150 Mpa,0.0658 Mpa,0.131 Mpa,,0.0610 Mpa,0.109 Mpa
2026-09-04 13:00:00,0.0548 Mpa,0.0891 Mpa,0.107 Mpa,0.0303 Mpa,0.0983 Mpa,0.0874 Mpa,0.0519 Mpa,,0.0587 Mpa,0.114 Mpa
2026-09-04 16:00:00,0.0836 Mpa,0.134 Mpa,0.0661 Mpa,0.0287 Mpa,0.0877 Mpa,0.112 Mpa,0.182 Mpa,0.0843 Mpa,0.0823 Mpa,0.209 Mpa
2026-09-04 19:00:00,0.0774 Mpa,0.114 Mpa,0.0293 Mpa,0 Mpa,0.0942 Mpa,0.0740 Mpa,0.211 Mpa,0.123 Mpa,0.0807 Mpa,0.0955 Mpa
2026-09-04 22:00:00,0.125 Mpa,0.260 Mpa,0.0770 Mpa,0.0780 Mpa,0.0187 Mpa,0.0857 Mpa,0.144 Mpa,0.184 Mpa,0.111 Mpa,0.0578 Mpa
2026-09-05 01:00:00,0.0207 Mpa,0.0526 Mpa,0.0484 Mpa,0.152 Mpa,0.0765 Mpa,0.0634 Mpa,0.0521 Mpa,0.0984 Mpa,0.0531 Mpa,0.237 Mpa
2026-09-05 04:00:00,0.156 Mpa,0.105 Mpa,0.0541 Mpa,0.117 Mpa,0.0474 Mpa,0.0618 Mpa,0.0822 Mpa,0.0745 Mpa,0.204 Mpa,
2026-09-05 07:00:00,0.173 Mpa,0.159 Mpa,0.115 Mpa,0.0569 Mpa,0.0846 Mpa,0.0569 Mpa,0.0846 Mpa,0.0592 Mpa,0.106 Mpa,
2026-09-05 10:00:00,0.165 Mpa,0.119 Mpa,0.0304 Mpa,0.0838 Mpa,0.187 Mpa,0.0924 Mpa,0.143 Mpa,0.107 Mpa,0.308 Mpa,0.0853 Mpa
2026-09-05 13:00:00,0.273 Mpa,0.0617 Mpa,0.0903 Mpa,0.0913 Mpa,0.0862 Mpa,0.0322 Mpa,0.159 Mpa,0.108 Mpa,0.255 Mpa,
2026-09-05 16:00:00,0.132 Mpa,0.0318 Mpa,0.0868 Mpa,0.0800 Mpa,0.0582 Mpa,0.0533 Mpa,0.0932 Mpa,0.136 Mpa,0.230 Mpa,
2026-09-05 19:00:00,0.117 Mpa,0.125 Mpa,0.0274 Mpa,0.0789 Mpa,0.0771 Mpa,0.127 Mpa,0.154 Mpa,0.131 Mpa,0.128 Mpa,
2026-09-05 22:00:00,0.0867 Mpa,0.114 Mpa,0.122 Mpa,0.0671 Mpa,0.0753 Mpa,0.114 Mpa,0.193 Mpa,0.0886 Mpa,0.210 Mpa,
2026-09-06 01:00:00,0.132 Mpa,0.0376 Mpa,0.512 Mpa,0.144 Mpa,0.0582 Mpa,0.0936 Mpa,0.0777 Mpa,0.104 Mpa,0.132 Mpa,0.153 Mpa
2026-09-06 04:00:00,0.143 Mpa,0.110 Mpa,0.192 Mpa,0.0473 Mpa,0.0838 Mpa,0.0675 Mpa,0.139 Mpa,0.184 Mpa,0.131 Mpa,0.112 Mpa
2026-09-06 07:00:00,0.0737 Mpa,0.0804 Mpa,0.315 Mpa,0.0642 Mpa,0.0809 Mpa,0.0935 Mpa,0.0588 Mpa,0.105 Mpa,0.325 Mpa,0.108 Mpa
2026-09-06 10:00:00,0.0770 Mpa,0.205 Mpa,0.250 Mpa,0.0819 Mpa,0.0931 Mpa,0.104 Mpa,0.151 Mpa,0.158 Mpa,0.192 Mpa,0.0858 Mpa
2026-09-06 13:00:00,0.143 Mpa,0.119 Mpa,0.135 Mpa,0.216 Mpa,0.111 Mpa,0.312 Mpa,0.124 Mpa,0.139 Mpa,0.268 Mpa,0.235 Mpa
2026-09-06 16:00:00,0.173 Mpa,0.0600 Mpa,0.233 Mpa,0.136 Mpa,0.135 Mpa,0.0983 Mpa,0.119 Mpa,0.109 Mpa,0.309 Mpa,0.192 Mpa
2026-09-06 19:00:00,0.0879 Mpa,0.114 Mpa,0.0356 Mpa,0.0580 Mpa,0.0915 Mpa,0.0735 Mpa,0.0841 Mpa,0.129 Mpa,0.0610 Mpa,0.0907 Mpa
2026-09-06 22:00:00,0.0856 Mpa,0.0405 Mpa,0.119 Mpa,0.0891 Mpa,0.134 Mpa,0.112 Mpa,0.140 Mpa,0.0767 Mpa,0.337 Mpa,0.107 Mpa
2026-09-07 01:00:00,0.156 Mpa,0.163 Mpa,0.343 Mpa,0.299 Mpa,0.107 Mpa,0.0604 Mpa,0.167 Mpa,0.0977 Mpa,0.210 Mpa,0.169 Mpa
2026-09-07 04:00:00,0.160 Mpa,0.0844 Mpa,0.205 Mpa,0.0726 Mpa,0.121 Mpa,0.0831 Mpa,0.132 Mpa,0.216 Mpa,0.103 Mpa,0.126 Mpa
2026-09-07 07:00:00,0.0824 Mpa,0.0572 Mpa,0.0451 Mpa,0.245 Mpa,0.0705 Mpa,0.101 Mpa,0.112 Mpa,0.162 Mpa,0.126 Mpa,0.0000311 Mpa
2026-09-07 10:00:00,0.166 Mpa,0.0490 Mpa,0.183 Mpa,0.135 Mpa,0.192 Mpa,0.104 Mpa,0.0582 Mpa,0.150 Mpa,0.371 Mpa,0.116 Mpa
2026-09-07 13:00:00,0.150 Mpa,0.114 Mpa,0.164 Mpa,0.0932 Mpa,0.0946 Mpa,0.0518 Mpa,0.0355 Mpa,0.111 Mpa,0.130 Mpa,0.0687 Mpa
2026-09-07 16:00:00,0.0955 Mpa,0.0672 Mpa,0.0484 Mpa,0.0942 Mpa,0.205 Mpa,0.0622 Mpa,0.0450 Mpa,0.192 Mpa,0.356 Mpa,0.0960 Mpa
2026-09-07 19:00:00,0.0955 Mpa,0.193 Mpa,0.115 Mpa,0.0574 Mpa,0.199 Mpa,0.0758 Mpa,0.0810 Mpa,0.105 Mpa,,0.0716 Mpa
2026-09-07 22:00:00,0.133 Mpa,0.192 Mpa,0.203 Mpa,0.0724 Mpa,0.130 Mpa,0.181 Mpa,0.0397 Mpa,0.0929 Mpa,0.242 Mpa,0.0629 Mpa
2026-09-08 01:00:00,0.132 Mpa,0.248 Mpa,0.228 Mpa,0.112 Mpa,0.0761 Mpa,0.0929 Mpa,0.0488 Mpa,0.152 Mpa,0.126 Mpa,0.175 Mpa
2026-09-08 04:00:00,0.147 Mpa,0.118 Mpa,,0.0274 Mpa,0.0977 Mpa,0.165 Mpa,0.101 Mpa,0.0801 Mpa,0.243 Mpa,0.0940 Mpa
2026-09-08 07:00:00,0.0972 Mpa,0.0774 Mpa,,0.0748 Mpa,0.110 Mpa,0.0754 Mpa,0.109 Mpa,0.0610 Mpa,0.0763 Mpa,0.0846 Mpa
2026-09-08 10:00:00,0.168 Mpa,0.0679 Mpa,,0.139 Mpa,0.158 Mpa,0.200 Mpa,0.0747 Mpa,0.0831 Mpa,0.128 Mpa,0.105 Mpa
2026-09-08 13:00:00,0.166 Mpa,0.0921 Mpa,,0.0605 Mpa,0.0929 Mpa,0.104 Mpa,0.145 Mpa,0.0969 Mpa,0.0858 Mpa,0.0714 Mpa
2026-09-08 16:00:00,0.152 Mpa,0.113 Mpa,,0.111 Mpa,0.0584 Mpa,0.0839 Mpa,0.103 Mpa,0.0743 Mpa,0.113 Mpa,0.0762 Mpa
2026-09-08 19:00:00,0.192 Mpa,0.0876 Mpa,,0.0679 Mpa,0.116 Mpa,0.158 Mpa,0.0646 Mpa,0.232 Mpa,0.194 Mpa,0.0856 Mpa
2026-09-08 22:00:00,0.205 Mpa,0.0733 Mpa,,0.347 Mpa,0.159 Mpa,0.208 Mpa,0.0971 Mpa,0.352 Mpa,0.138 Mpa,0.140 Mpa
