"Time","B_1 - I38","B_2 - I38","B_3 - I38","B_4 - I38","B_5 - I38","B_6 - I38","B_7 - I38","B_8 - I38","B_1 - I39","B_2 - I39","B_3 - I39","B_4 - I39","B_5 - I39","B_6 - I39","B_7 - I39","B_8 - I39","B_1 - I40","B_2 - I40","B_3 - I40","B_4 - I40","B_5 - I40","B_6 - I40","B_7 - I40","B_8 - I40","B_1 - I41","B_2 - I41","B_3 - I41","B_4 - I41","B_5 - I41","B_6 - I41","B_7 - I41","B_8 - I41","B_1 - I42","B_2 - I42","B_3 - I42","B_4 - I42","B_5 - I42","B_6 - I42","B_7 - I42","B_8 - I42","B_1 - I43","B_2 - I43","B_3 - I43","B_4 - I43","B_5 - I43","B_6 - I43","B_7 - I43","B_8 - I43","B_1 - I44","B_2 - I44","B_3 - I44","B_4 - I44","B_5 - I44","B_6 - I44","B_7 - I44","B_8 - I44","B_1 - I47","B_2 - I47","B_3 - I47","B_4 - I47","B_5 - I47","B_6 - I47","B_7 - I47","B_8 - I47","B_1 - I48","B_2 - I48","B_3 - I48","B_4 - I48","B_5 - I48","B_6 - I48","B_7 - I48","B_8 - I48"," I38"," I39"," I40"," I41"," I42"," I43"," I44"," I47"," I48"
2026-07-26 01:00:00,0.00293 Mpa,0.000989 Mpa,0.00804 Mpa,0.00508 Mpa,0.00638 Mpa,0.00366 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.55 Mpa,0.0335 Mpa,5.88 Mpa,0.0261 Mpa,0.0211 Mpa,0.0424 Mpa,0.0623 Mpa,0.0793 Mpa,0.301 Mpa,0.315 Mpa,0.297 Mpa,0.289 Mpa,0.332 Mpa,0.327 Mpa,0.342 Mpa,0.296 Mpa,0.00521 Mpa,0.0145 Mpa,0.0571 Mpa,0.00480 Mpa,0.0177 Mpa,6.10 Mpa,0.0233 Mpa,0.0274 Mpa,,,,,,,,,6.01 Mpa,0.0775 Mpa,2.95 Mpa,0.0973 Mpa,0.0369 Mpa,0.0920 Mpa,0.0820 Mpa,0.0751 Mpa,,,,,,,,,0.0509 Mpa,0.0635 Mpa,0.0684 Mpa,0.0631 Mpa,6.07 Mpa,0.0574 Mpa,0.0377 Mpa,0.0567 Mpa,1665 RPM,,1681 RPM,1773 RPM,1803 RPM,,1736 RPM,,1758 RPM
2026-07-26 04:00:00,0.00297 Mpa,0.000726 Mpa,0.00722 Mpa,0.00427 Mpa,0.00610 Mpa,0.00313 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.74 Mpa,0.0339 Mpa,5.94 Mpa,0.0245 Mpa,0.0213 Mpa,0.0405 Mpa,0.0620 Mpa,0.0823 Mpa,0.364 Mpa,0.376 Mpa,0.357 Mpa,0.351 Mpa,0.393 Mpa,0.387 Mpa,0.402 Mpa,0.357 Mpa,0.00606 Mpa,0.0188 Mpa,0.0557 Mpa,0.00530 Mpa,0.0163 Mpa,6.10 Mpa,0.0230 Mpa,0.0280 Mpa,,,,,,,,,5.97 Mpa,0.0792 Mpa,3.01 Mpa,0.0996 Mpa,0.0369 Mpa,0.0941 Mpa,0.0821 Mpa,0.0770 Mpa,,,,,,,,,0.0470 Mpa,0.0607 Mpa,0.0648 Mpa,0.0592 Mpa,6.10 Mpa,0.0573 Mpa,0.0337 Mpa,0.0534 Mpa,1585 RPM,,1656 RPM,1644 RPM,1718 RPM,,1734 RPM,,1775 RPM
2026-07-26 07:00:00,0.00332 Mpa,0.000714 Mpa,0.00652 Mpa,0.00353 Mpa,0.00579 Mpa,0.00220 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.06 Mpa,0.0277 Mpa,5.89 Mpa,0.0202 Mpa,0.0190 Mpa,0.0389 Mpa,0.0588 Mpa,0.0784 Mpa,0.371 Mpa,0.384 Mpa,0.364 Mpa,0.358 Mpa,0.400 Mpa,0.394 Mpa,0.409 Mpa,0.366 Mpa,0.00437 Mpa,0.0144 Mpa,0.0526 Mpa,0.00386 Mpa,0.0207 Mpa,6.10 Mpa,0.0218 Mpa,0.0285 Mpa,,,,,,,,,5.75 Mpa,0.0763 Mpa,3.11 Mpa,0.0972 Mpa,0.0353 Mpa,0.0919 Mpa,0.0799 Mpa,0.0738 Mpa,,,,,,,,,0.0492 Mpa,0.0609 Mpa,0.0666 Mpa,0.0616 Mpa,6.10 Mpa,0.0700 Mpa,0.0367 Mpa,0.0548 Mpa,1559 RPM,,1755 RPM,1741 RPM,1857 RPM,,1711 RPM,,1608 RPM
2026-07-26 10:00:00,0.00237 Mpa,0.000531 Mpa,0.00460 Mpa,0.00306 Mpa,0.00430 Mpa,0.00199 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.01 Mpa,0.0225 Mpa,5.85 Mpa,0.0135 Mpa,0.0134 Mpa,0.0357 Mpa,0.0553 Mpa,0.0739 Mpa,0.332 Mpa,0.345 Mpa,0.325 Mpa,0.318 Mpa,0.360 Mpa,0.355 Mpa,0.372 Mpa,0.328 Mpa,0.00411 Mpa,0.0168 Mpa,0.0520 Mpa,0.00360 Mpa,0.0158 Mpa,6.10 Mpa,0.0197 Mpa,0.0266 Mpa,,,,,,,,,5.86 Mpa,0.0713 Mpa,3.98 Mpa,0.0905 Mpa,0.0286 Mpa,0.0865 Mpa,0.0739 Mpa,0.0690 Mpa,,,,,,,,,0.0498 Mpa,0.0636 Mpa,0.0676 Mpa,0.0588 Mpa,6.10 Mpa,0.0690 Mpa,0.0388 Mpa,0.0546 Mpa,1544 RPM,,1785 RPM,1798 RPM,1796 RPM,,1779 RPM,,1496 RPM
2026-07-26 13:00:00,0.00350 Mpa,0.000763 Mpa,0.00669 Mpa,0.00368 Mpa,0.00583 Mpa,0.00230 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.90 Mpa,0.0196 Mpa,5.80 Mpa,0.0161 Mpa,0.0130 Mpa,0.0326 Mpa,0.0545 Mpa,0.0697 Mpa,0.237 Mpa,0.250 Mpa,0.232 Mpa,0.222 Mpa,0.267 Mpa,0.259 Mpa,0.278 Mpa,0.235 Mpa,0.0104 Mpa,0.0246 Mpa,0.0629 Mpa,0.00770 Mpa,0.0231 Mpa,6.10 Mpa,0.0269 Mpa,0.0328 Mpa,,,,,,,,,5.63 Mpa,0.0738 Mpa,4.37 Mpa,0.0941 Mpa,0.0335 Mpa,0.0903 Mpa,0.0770 Mpa,0.0707 Mpa,,,,,,,,,0.0539 Mpa,0.0669 Mpa,0.0710 Mpa,0.0641 Mpa,6.10 Mpa,0.0608 Mpa,0.0408 Mpa,0.0571 Mpa,1633 RPM,,1708 RPM,1747 RPM,1764 RPM,,1609 RPM,,1599 RPM
2026-07-26 16:00:00,0.00481 Mpa,0.00144 Mpa,0.00760 Mpa,0.00422 Mpa,0.00775 Mpa,0.00383 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.48 Mpa,0.0273 Mpa,5.93 Mpa,0.0213 Mpa,0.0173 Mpa,0.0361 Mpa,0.0568 Mpa,0.0748 Mpa,0.245 Mpa,0.261 Mpa,0.245 Mpa,0.231 Mpa,0.277 Mpa,0.269 Mpa,0.290 Mpa,0.245 Mpa,0.00608 Mpa,0.0213 Mpa,0.0583 Mpa,0.00447 Mpa,0.0177 Mpa,6.10 Mpa,0.0236 Mpa,0.0274 Mpa,,,,,,,,,5.51 Mpa,0.0797 Mpa,2.65 Mpa,0.100 Mpa,0.0367 Mpa,0.0953 Mpa,0.0804 Mpa,0.0762 Mpa,,,,,,,,,0.0483 Mpa,0.0593 Mpa,0.0656 Mpa,0.0586 Mpa,6.10 Mpa,0.103 Mpa,0.0345 Mpa,0.0532 Mpa,1528 RPM,,1663 RPM,1763 RPM,1678 RPM,,1668 RPM,,1634 RPM
2026-07-26 19:00:00,0.00227 Mpa,0.000531 Mpa,0.00519 Mpa,0.00281 Mpa,0.00665 Mpa,0.00224 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.01 Mpa,0.0222 Mpa,5.91 Mpa,0.0190 Mpa,0.0150 Mpa,0.0346 Mpa,0.0548 Mpa,0.0703 Mpa,0.271 Mpa,0.286 Mpa,0.271 Mpa,0.257 Mpa,0.301 Mpa,0.294 Mpa,0.314 Mpa,0.270 Mpa,0.00454 Mpa,0.0205 Mpa,0.0585 Mpa,0.00565 Mpa,0.0199 Mpa,6.10 Mpa,0.0234 Mpa,0.0271 Mpa,,,,,,,,,6.01 Mpa,0.0733 Mpa,3.55 Mpa,0.0952 Mpa,0.0328 Mpa,0.0889 Mpa,0.0754 Mpa,0.0709 Mpa,,,,,,,,,0.0478 Mpa,0.0604 Mpa,0.0657 Mpa,0.0611 Mpa,6.10 Mpa,0.0814 Mpa,0.0347 Mpa,0.0521 Mpa,1651 RPM,,1788 RPM,1758 RPM,1748 RPM,,1640 RPM,,1694 RPM
2026-07-26 22:00:00,0.00435 Mpa,0.00122 Mpa,0.00880 Mpa,0.00460 Mpa,0.00919 Mpa,0.00380 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.72 Mpa,0.0303 Mpa,6.02 Mpa,0.0262 Mpa,0.0234 Mpa,0.0415 Mpa,0.0608 Mpa,0.0792 Mpa,0.286 Mpa,0.299 Mpa,0.283 Mpa,0.271 Mpa,0.315 Mpa,0.308 Mpa,0.325 Mpa,0.283 Mpa,0.00533 Mpa,0.0188 Mpa,0.0550 Mpa,0.00539 Mpa,0.0183 Mpa,6.10 Mpa,0.0202 Mpa,0.0241 Mpa,,,,,,,,,6.03 Mpa,0.0740 Mpa,3.68 Mpa,0.0972 Mpa,0.0351 Mpa,0.0915 Mpa,0.0755 Mpa,0.0727 Mpa,,,,,,,,,0.0471 Mpa,0.0606 Mpa,0.0673 Mpa,0.0616 Mpa,6.10 Mpa,0.0542 Mpa,0.0367 Mpa,0.0550 Mpa,1596 RPM,,1734 RPM,1804 RPM,1604 RPM,,1679 RPM,,1747 RPM
2026-07-27 01:00:00,0.00201 Mpa,0.00124 Mpa,0.00508 Mpa,0.00291 Mpa,0.00585 Mpa,0.00273 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.08 Mpa,0.0354 Mpa,6.00 Mpa,0.0292 Mpa,0.0299 Mpa,0.0488 Mpa,0.0674 Mpa,0.0839 Mpa,0.312 Mpa,0.324 Mpa,0.307 Mpa,0.298 Mpa,0.341 Mpa,0.334 Mpa,0.351 Mpa,0.311 Mpa,,,,,,,,,,,,,,,,,6.09 Mpa,0.0703 Mpa,2.48 Mpa,0.0923 Mpa,0.0310 Mpa,0.0891 Mpa,0.0727 Mpa,0.0688 Mpa,,,,,,,,,0.0552 Mpa,0.0662 Mpa,0.0722 Mpa,0.0671 Mpa,5.87 Mpa,0.0683 Mpa,0.0426 Mpa,0.0624 Mpa,1136 RPM,,1776 RPM,1775 RPM,,,1756 RPM,,1651 RPM
2026-07-27 04:00:00,0.00434 Mpa,0.00164 Mpa,0.00913 Mpa,0.00549 Mpa,0.0108 Mpa,0.00428 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.78 Mpa,0.0336 Mpa,5.97 Mpa,0.0283 Mpa,0.0280 Mpa,0.0471 Mpa,0.0650 Mpa,0.0816 Mpa,0.296 Mpa,0.309 Mpa,0.292 Mpa,0.281 Mpa,0.325 Mpa,0.319 Mpa,0.335 Mpa,0.294 Mpa,0.0216 Mpa,0.0240 Mpa,0.0480 Mpa,0 Mpa,0 Mpa,6.10 Mpa,0.0240 Mpa,0.0240 Mpa,,,,,,,,,6.06 Mpa,0.0732 Mpa,1.71 Mpa,0.0956 Mpa,0.0335 Mpa,0.0924 Mpa,0.0754 Mpa,0.0710 Mpa,,,,,,,,,0.0555 Mpa,0.0645 Mpa,0.0722 Mpa,0.0682 Mpa,5.23 Mpa,0.0694 Mpa,0.0439 Mpa,0.0620 Mpa,1643 RPM,,1695 RPM,1737 RPM,800 RPM,,1756 RPM,,1587 RPM
2026-07-27 07:00:00,0.00395 Mpa,0.00135 Mpa,0.00780 Mpa,0.00431 Mpa,0.00735 Mpa,0.00349 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.89 Mpa,0.0301 Mpa,5.97 Mpa,0.0228 Mpa,0.0237 Mpa,0.0440 Mpa,0.0624 Mpa,0.0783 Mpa,0.297 Mpa,0.309 Mpa,0.292 Mpa,0.282 Mpa,0.327 Mpa,0.319 Mpa,0.337 Mpa,0.297 Mpa,0.00442 Mpa,0.0192 Mpa,0.0562 Mpa,0.00352 Mpa,0.0199 Mpa,6.10 Mpa,0.0248 Mpa,0.0298 Mpa,,,,,,,,,6.04 Mpa,0.0744 Mpa,1.84 Mpa,0.0956 Mpa,0.0337 Mpa,0.0933 Mpa,0.0767 Mpa,0.0711 Mpa,,,,,,,,,0.0552 Mpa,0.0661 Mpa,0.0702 Mpa,0.0679 Mpa,6.10 Mpa,0.144 Mpa,0.0417 Mpa,0.0597 Mpa,1490 RPM,,1716 RPM,1796 RPM,1798 RPM,,1769 RPM,,1749 RPM
2026-07-27 10:00:00,0.00251 Mpa,0.000477 Mpa,0.00524 Mpa,0.00292 Mpa,0.00486 Mpa,0.00149 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.67 Mpa,0.0279 Mpa,5.97 Mpa,0.0209 Mpa,0.0160 Mpa,0.0372 Mpa,0.0599 Mpa,0.0775 Mpa,0.291 Mpa,0.306 Mpa,0.291 Mpa,0.276 Mpa,0.322 Mpa,0.313 Mpa,0.333 Mpa,0.289 Mpa,0.00227 Mpa,0.00955 Mpa,0.0455 Mpa,0.00182 Mpa,0.0123 Mpa,6.10 Mpa,0.0146 Mpa,0.0191 Mpa,,,,,,,,,5.87 Mpa,0.0709 Mpa,1.61 Mpa,0.0930 Mpa,0.0300 Mpa,0.0908 Mpa,0.0727 Mpa,0.0681 Mpa,,,,,,,,,0.0438 Mpa,0.0565 Mpa,0.0567 Mpa,0.0544 Mpa,6.10 Mpa,2.24 Mpa,0.0267 Mpa,0.0468 Mpa,1539 RPM,,1751 RPM,1774 RPM,1765 RPM,,1766 RPM,,1610 RPM
2026-07-27 13:00:00,0.000358 Mpa,0.0000276 Mpa,0.000827 Mpa,0.000358 Mpa,0.000799 Mpa,0.000358 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.46 Mpa,0.0202 Mpa,5.97 Mpa,0.0155 Mpa,0.0105 Mpa,0.0342 Mpa,0.0554 Mpa,0.0690 Mpa,0.234 Mpa,0.253 Mpa,0.232 Mpa,0.221 Mpa,0.263 Mpa,0.259 Mpa,0.278 Mpa,0.229 Mpa,0.000800 Mpa,0.00820 Mpa,0.0424 Mpa,0.000800 Mpa,0.0114 Mpa,6.10 Mpa,0.0126 Mpa,0.0142 Mpa,,,,,,,,,3.76 Mpa,0.0704 Mpa,1.78 Mpa,0.0919 Mpa,0.0320 Mpa,0.0898 Mpa,0.0712 Mpa,0.0674 Mpa,,,,,,,,,0.0422 Mpa,0.0532 Mpa,0.0536 Mpa,0.0530 Mpa,6.10 Mpa,1.52 Mpa,0.0256 Mpa,0.0450 Mpa,814 RPM,,1669 RPM,1541 RPM,1085 RPM,,1591 RPM,,1762 RPM
2026-07-27 16:00:00,0 Mpa,0 Mpa,0 Mpa,0 Mpa,0.00155 Mpa,0 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.08 Mpa,0.0250 Mpa,5.90 Mpa,0.0202 Mpa,0.0147 Mpa,0.0358 Mpa,0.0566 Mpa,0.0742 Mpa,0.271 Mpa,0.288 Mpa,0.268 Mpa,0.259 Mpa,0.300 Mpa,0.297 Mpa,0.313 Mpa,0.267 Mpa,0.00197 Mpa,0.0128 Mpa,0.0490 Mpa,0.000986 Mpa,0.0118 Mpa,6.10 Mpa,0.0158 Mpa,0.0181 Mpa,,,,,,,,,0.0324 Mpa,0.0747 Mpa,2.52 Mpa,0.0988 Mpa,0.0405 Mpa,0.0960 Mpa,0.0766 Mpa,0.0739 Mpa,,,,,,,,,0.0401 Mpa,0.0512 Mpa,0.0529 Mpa,0.0518 Mpa,6.10 Mpa,0.930 Mpa,0.0250 Mpa,0.0424 Mpa,265 RPM,,1710 RPM,1758 RPM,1495 RPM,,1288 RPM,,1726 RPM
2026-07-27 19:00:00,,,,,,,,,,,,,,,,,0.962 Mpa,0.0337 Mpa,6.00 Mpa,0.0285 Mpa,0.0222 Mpa,0.0427 Mpa,0.0638 Mpa,0.0826 Mpa,0.314 Mpa,0.331 Mpa,0.310 Mpa,0.302 Mpa,0.343 Mpa,0.340 Mpa,0.356 Mpa,0.309 Mpa,0.00387 Mpa,0.0173 Mpa,0.0486 Mpa,0.00293 Mpa,0.00962 Mpa,6.10 Mpa,0.0125 Mpa,0.0204 Mpa,,,,,,,,,0.0336 Mpa,0.0854 Mpa,2.26 Mpa,0.110 Mpa,0.0439 Mpa,0.106 Mpa,0.0879 Mpa,0.0846 Mpa,,,,,,,,,0.0418 Mpa,0.0539 Mpa,0.0549 Mpa,0.0536 Mpa,6.09 Mpa,0.103 Mpa,0.0275 Mpa,0.0466 Mpa,,,1723 RPM,1807 RPM,1365 RPM,,1792 RPM,,1801 RPM
2026-07-27 22:00:00,0.0126 Mpa,0.00325 Mpa,0.0132 Mpa,0.00696 Mpa,0.0165 Mpa,0.00696 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,1.06 Mpa,0.0303 Mpa,6.02 Mpa,0.0271 Mpa,0.0233 Mpa,0.0462 Mpa,0.0608 Mpa,0.0841 Mpa,0.302 Mpa,0.315 Mpa,0.292 Mpa,0.288 Mpa,0.327 Mpa,0.324 Mpa,0.339 Mpa,0.297 Mpa,0.00677 Mpa,0.0214 Mpa,0.0560 Mpa,0.00644 Mpa,0.0200 Mpa,6.10 Mpa,0.0220 Mpa,0.0263 Mpa,,,,,,,,,0.0303 Mpa,0.0792 Mpa,2.01 Mpa,0.103 Mpa,0.0378 Mpa,0.0985 Mpa,0.0812 Mpa,0.0780 Mpa,,,,,,,,,0.0481 Mpa,0.0589 Mpa,0.0612 Mpa,0.0605 Mpa,6.10 Mpa,0.0570 Mpa,0.0337 Mpa,0.0539 Mpa,1051 RPM,,1611 RPM,1717 RPM,1623 RPM,,1735 RPM,,1745 RPM
2026-07-28 01:00:00,0.00877 Mpa,0.00324 Mpa,0.0119 Mpa,0.00877 Mpa,0.0134 Mpa,0.00721 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,2.15 Mpa,0.0352 Mpa,6.05 Mpa,0.0369 Mpa,0.0266 Mpa,0.0474 Mpa,0.0559 Mpa,0.0838 Mpa,0.327 Mpa,0.341 Mpa,0.321 Mpa,0.312 Mpa,0.356 Mpa,0.351 Mpa,0.365 Mpa,0.321 Mpa,0.00514 Mpa,0.0166 Mpa,0.0512 Mpa,0.00495 Mpa,0.0152 Mpa,6.10 Mpa,0.0180 Mpa,0.0226 Mpa,,,,,,,,,0.0277 Mpa,0.0762 Mpa,2.12 Mpa,0.100 Mpa,0.0370 Mpa,0.0968 Mpa,0.0790 Mpa,0.0744 Mpa,,,,,,,,,0.0461 Mpa,0.0589 Mpa,0.0628 Mpa,0.0595 Mpa,6.10 Mpa,0.0532 Mpa,0.0323 Mpa,0.0500 Mpa,1743 RPM,,1279 RPM,1701 RPM,1528 RPM,,1698 RPM,,1655 RPM
2026-07-28 04:00:00,0.00537 Mpa,0.00151 Mpa,0.00903 Mpa,0.00614 Mpa,0.00967 Mpa,0.00459 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,,,,,,,,,0.279 Mpa,0.294 Mpa,0.273 Mpa,0.264 Mpa,0.310 Mpa,0.305 Mpa,0.318 Mpa,0.275 Mpa,0.00589 Mpa,0.0203 Mpa,0.0542 Mpa,0.00376 Mpa,0.00933 Mpa,6.10 Mpa,0.0125 Mpa,0.0252 Mpa,,,,,,,,,0.0337 Mpa,0.0777 Mpa,2.91 Mpa,0.102 Mpa,0.0410 Mpa,0.0997 Mpa,0.0797 Mpa,0.0766 Mpa,,,,,,,,,0.0541 Mpa,0.0632 Mpa,0.0691 Mpa,0.0652 Mpa,6.09 Mpa,0.0678 Mpa,0.0398 Mpa,0.0587 Mpa,1683 RPM,,,1712 RPM,1156 RPM,,1554 RPM,,1651 RPM
2026-07-28 07:00:00,0.00376 Mpa,0.00110 Mpa,0.00902 Mpa,0.00545 Mpa,0.00746 Mpa,0.00408 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,,,,,,,,,0.267 Mpa,0.282 Mpa,0.263 Mpa,0.251 Mpa,0.299 Mpa,0.294 Mpa,0.310 Mpa,0.264 Mpa,0.00285 Mpa,0.0139 Mpa,0.0534 Mpa,0.00444 Mpa,0.0136 Mpa,6.10 Mpa,0.0188 Mpa,0.0241 Mpa,,,,,,,,,0.0349 Mpa,0.0817 Mpa,2.76 Mpa,0.106 Mpa,0.0407 Mpa,0.103 Mpa,0.0851 Mpa,0.0794 Mpa,,,,,,,,,0.0501 Mpa,0.0612 Mpa,0.0653 Mpa,0.0621 Mpa,6.10 Mpa,1.63 Mpa,0.0345 Mpa,0.0542 Mpa,1432 RPM,,,1797 RPM,1723 RPM,,1765 RPM,,1783 RPM
2026-07-28 10:00:00,0.00180 Mpa,0.000593 Mpa,0.00432 Mpa,0.00261 Mpa,0.00461 Mpa,0.00204 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,6.10 Mpa,0.0480 Mpa,6.10 Mpa,0.0480 Mpa,0.0480 Mpa,0.0502 Mpa,0.0502 Mpa,0.929 Mpa,0.298 Mpa,0.314 Mpa,0.294 Mpa,0.282 Mpa,0.328 Mpa,0.323 Mpa,0.340 Mpa,0.294 Mpa,0.00273 Mpa,0.0125 Mpa,0.0498 Mpa,0.00471 Mpa,0.0135 Mpa,6.10 Mpa,0.0161 Mpa,0.0190 Mpa,,,,,,,,,0.0356 Mpa,0.0787 Mpa,2.37 Mpa,0.102 Mpa,0.0354 Mpa,0.0978 Mpa,0.0806 Mpa,0.0751 Mpa,,,,,,,,,0.0474 Mpa,0.0588 Mpa,0.0632 Mpa,0.0602 Mpa,5.88 Mpa,3.77 Mpa,0.0310 Mpa,0.0524 Mpa,1685 RPM,,20.4 RPM,1806 RPM,1505 RPM,,1741 RPM,,1814 RPM
2026-07-28 13:00:00,0.00138 Mpa,0.000352 Mpa,0.00317 Mpa,0.00222 Mpa,0.00321 Mpa,0.00131 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,,,,,,,,,0.252 Mpa,0.266 Mpa,0.246 Mpa,0.238 Mpa,0.282 Mpa,0.275 Mpa,0.295 Mpa,0.251 Mpa,0.00411 Mpa,0.0111 Mpa,0.0455 Mpa,0.00297 Mpa,0.00994 Mpa,6.10 Mpa,0.0111 Mpa,0.0163 Mpa,,,,,,,,,0.0355 Mpa,0.0755 Mpa,2.49 Mpa,0.0974 Mpa,0.0336 Mpa,0.0958 Mpa,0.0755 Mpa,0.0715 Mpa,,,,,,,,,0.0385 Mpa,0.0473 Mpa,0.0503 Mpa,0.0476 Mpa,6.05 Mpa,5.88 Mpa,0.0190 Mpa,0.0357 Mpa,1756 RPM,,,1658 RPM,1209 RPM,,1751 RPM,,1569 RPM
2026-07-28 16:00:00,0.00155 Mpa,0.000258 Mpa,0.00357 Mpa,0.00211 Mpa,0.00346 Mpa,0.00159 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,,,,,,,,,0.268 Mpa,0.279 Mpa,0.261 Mpa,0.263 Mpa,0.294 Mpa,0.288 Mpa,0.307 Mpa,0.266 Mpa,0.00135 Mpa,0.0108 Mpa,0.0487 Mpa,0.00270 Mpa,0.0132 Mpa,6.10 Mpa,0.0169 Mpa,0.0183 Mpa,,,,,,,,,0.0344 Mpa,0.0739 Mpa,2.82 Mpa,0.0963 Mpa,0.0325 Mpa,0.0914 Mpa,0.0760 Mpa,0.0694 Mpa,,,,,,,,,0.0431 Mpa,0.0525 Mpa,0.0568 Mpa,0.0541 Mpa,6.10 Mpa,4.01 Mpa,0.0251 Mpa,0.0436 Mpa,1476 RPM,,,1750 RPM,1620 RPM,,1603 RPM,,1660 RPM
2026-07-28 19:00:00,0.00268 Mpa,0.000639 Mpa,0.00455 Mpa,0.00237 Mpa,0.00449 Mpa,0.00183 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,,,,,,,,,0.337 Mpa,0.349 Mpa,0.329 Mpa,0.343 Mpa,0.363 Mpa,0.357 Mpa,0.376 Mpa,0.334 Mpa,0.00544 Mpa,0.0208 Mpa,0.0560 Mpa,0.00544 Mpa,0.0154 Mpa,6.10 Mpa,0.0211 Mpa,0.0262 Mpa,,,,,,,,,0.0296 Mpa,0.0712 Mpa,2.44 Mpa,0.0897 Mpa,0.0314 Mpa,0.0911 Mpa,0.0735 Mpa,0.0678 Mpa,,,,,,,,,0.0437 Mpa,0.0554 Mpa,0.0601 Mpa,0.0575 Mpa,6.10 Mpa,2.89 Mpa,0.0275 Mpa,0.0476 Mpa,1679 RPM,,,1781 RPM,1712 RPM,,1774 RPM,,1793 RPM
2026-07-28 22:00:00,0.00380 Mpa,0.000745 Mpa,0.00545 Mpa,0.00369 Mpa,0.00647 Mpa,0.00271 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,,,,,,,,,0.285 Mpa,0.297 Mpa,0.276 Mpa,0.333 Mpa,0.310 Mpa,0.305 Mpa,0.323 Mpa,0.282 Mpa,0.00545 Mpa,0.0229 Mpa,0.0551 Mpa,0.00400 Mpa,0.0182 Mpa,6.10 Mpa,0.0224 Mpa,0.0280 Mpa,,,,,,,,,0.0332 Mpa,0.0741 Mpa,1.97 Mpa,0.0957 Mpa,0.0354 Mpa,0.0947 Mpa,0.0772 Mpa,0.0722 Mpa,,,,,,,,,0.0474 Mpa,0.0596 Mpa,0.0649 Mpa,0.0622 Mpa,6.10 Mpa,0.168 Mpa,0.0347 Mpa,0.0543 Mpa,1580 RPM,,,1638 RPM,1766 RPM,,1747 RPM,,1760 RPM
2026-07-29 01:00:00,0.00436 Mpa,0.00110 Mpa,0.00817 Mpa,0.00377 Mpa,0.00694 Mpa,0.00279 Mpa,6.10 Mpa,6.10 Mpa,,,,,,,,,,,,,,,,,0.299 Mpa,0.313 Mpa,0.295 Mpa,0.325 Mpa,0.327 Mpa,0.321 Mpa,0.339 Mpa,0.296 Mpa,0.00288 Mpa,0.0163 Mpa,0.0496 Mpa,0.00192 Mpa,0.0141 Mpa,6.10 Mpa,0.0150 Mpa,0.0205 Mpa,,,,,,,,,0.0357 Mpa,0.0764 Mpa,1.86 Mpa,0.0978 Mpa,0.0377 Mpa,0.0974 Mpa,0.0781 Mpa,0.0739 Mpa,,,,,,,,,0.0490 Mpa,0.0595 Mpa,0.0624 Mpa,0.0609 Mpa,6.10 Mpa,0.436 Mpa,0.0340 Mpa,0.0528 Mpa,1626 RPM,,,1690 RPM,1716 RPM,,1756 RPM,,1716 RPM
